event_id,machine_id,location_id,event_timestamp,event_type,severity,downtime_minutes,software_version,error_code,event_date,requires_investigation,planned_event_flag
5864,MCH000045,LOC0009,2025-06-12 01:31:02,Communication Loss,Medium,75,v5.0,CM-267,2025-06-12,0,0
5865,MCH000048,LOC0005,2025-06-12 02:45:07,Ticket Jam,Medium,23,v5.0,TJ-848,2025-06-12,0,0
5866,MCH000028,LOC0003,2025-06-12 03:05:25,Bill Acceptor Error,Medium,21,v5.1,BA-987,2025-06-12,0,0
5867,MCH000040,LOC0004,2025-06-12 03:20:01,Software Restart,Low,7,v4.1,SR-846,2025-06-12,0,0
5868,MCH000060,LOC0006,2025-06-12 03:51:09,Software Restart,Low,6,v4.2,SR-995,2025-06-12,0,0
5869,MCH000054,LOC0001,2025-06-12 03:58:27,Bill Acceptor Error,Medium,29,v4.2,BA-752,2025-06-12,0,0
5870,MCH000001,LOC0004,2025-06-12 04:08:04,Communication Loss,Medium,20,v5.0,CM-758,2025-06-12,0,0
5871,MCH000086,LOC0008,2025-06-12 07:04:42,Ticket Jam,High,10,v4.1,TJ-249,2025-06-12,1,0
5872,MCH000028,LOC0003,2025-06-12 07:09:51,Preventive Maintenance,Low,22,v5.1,PM-205,2025-06-12,0,1
5873,MCH000072,LOC0004,2025-06-12 07:24:49,Software Restart,Medium,9,v5.0,SR-430,2025-06-12,0,0
5874,MCH000080,LOC0006,2025-06-12 07:46:05,Door Open,Medium,1,v4.2,DR-531,2025-06-12,0,0
5875,MCH000041,LOC0007,2025-06-12 09:13:14,Software Upgrade,Low,21,v5.0,SU-131,2025-06-12,0,1
5876,MCH000075,LOC0009,2025-06-12 09:15:39,Software Restart,Medium,8,v4.1,SR-999,2025-06-12,0,0
5877,MCH000095,LOC0009,2025-06-12 09:33:52,Communication Loss,Medium,23,v5.0,CM-104,2025-06-12,0,0
5878,MCH000093,LOC0006,2025-06-12 11:06:28,Software Restart,Low,4,v5.1,SR-231,2025-06-12,0,0
5879,MCH000067,LOC0010,2025-06-12 11:43:17,Communication Loss,High,87,v5.0,CM-204,2025-06-12,1,0
5880,MCH000063,LOC0007,2025-06-12 12:11:45,Communication Loss,Medium,13,v4.2,CM-520,2025-06-12,0,0
5881,MCH000034,LOC0004,2025-06-12 13:31:13,Ticket Jam,Medium,16,v4.2,TJ-514,2025-06-12,0,0
5882,MCH000075,LOC0009,2025-06-12 13:38:14,Ticket Jam,Medium,11,v4.1,TJ-161,2025-06-12,0,0
5883,MCH000047,LOC0010,2025-06-12 15:47:19,Ticket Jam,Medium,17,v5.0,TJ-394,2025-06-12,0,0
5884,MCH000077,LOC0004,2025-06-12 16:09:31,Ticket Jam,Medium,17,v4.1,TJ-871,2025-06-12,0,0
5885,MCH000004,LOC0010,2025-06-12 16:21:40,Bill Acceptor Error,Medium,29,v4.1,BA-758,2025-06-12,0,0
5886,MCH000042,LOC0007,2025-06-12 17:07:58,Power Failure,Medium,50,v4.1,PF-105,2025-06-12,0,0
5887,MCH000055,LOC0002,2025-06-12 18:07:14,Communication Loss,Medium,77,v4.2,CM-572,2025-06-12,0,0
5888,MCH000004,LOC0010,2025-06-12 18:52:54,Communication Loss,High,57,v4.1,CM-554,2025-06-12,1,0
5889,MCH000077,LOC0004,2025-06-12 19:41:15,Communication Loss,High,43,v4.1,CM-558,2025-06-12,1,0
5890,MCH000095,LOC0009,2025-06-12 21:08:32,Door Open,Low,2,v5.0,DR-640,2025-06-12,0,0
5891,MCH000027,LOC0002,2025-06-12 21:16:21,Printer Error,Medium,11,v5.1,PR-372,2025-06-12,0,0
5892,MCH000074,LOC0008,2025-06-12 21:42:11,Hardware Failure,High,205,v5.0,HF-438,2025-06-12,1,0
5893,MCH000034,LOC0004,2025-06-12 22:12:40,Preventive Maintenance,Low,23,v4.2,PM-349,2025-06-12,0,1
5894,MCH000091,LOC0004,2025-06-12 22:16:59,Communication Loss,High,123,v4.1,CM-823,2025-06-12,1,0
5895,MCH000056,LOC0008,2025-06-12 22:31:41,Printer Error,Medium,19,v4.1,PR-121,2025-06-12,0,0
5896,MCH000040,LOC0004,2025-06-12 22:40:02,Bill Acceptor Error,Medium,12,v4.1,BA-774,2025-06-12,0,0
5897,MCH000007,LOC0002,2025-06-12 22:52:00,Door Open,Low,2,v5.0,DR-536,2025-06-12,0,0
5898,MCH000015,LOC0001,2025-06-12 23:01:21,Ticket Jam,Medium,6,v5.1,TJ-394,2025-06-12,0,0
5899,MCH000026,LOC0001,2025-06-12 23:03:50,Printer Error,Medium,24,v4.1,PR-580,2025-06-12,0,0
5900,MCH000056,LOC0008,2025-06-12 23:19:52,Bill Acceptor Error,Medium,22,v4.1,BA-700,2025-06-12,0,0
5901,MCH000073,LOC0008,2025-06-12 23:48:33,Software Restart,Medium,9,v4.2,SR-440,2025-06-12,0,0
5902,MCH000084,LOC0008,2025-06-13 00:23:43,Printer Error,Medium,30,v5.0,PR-230,2025-06-13,0,0
5903,MCH000037,LOC0005,2025-06-13 00:37:57,Bill Acceptor Error,Medium,14,v4.1,BA-122,2025-06-13,0,0
5904,MCH000010,LOC0009,2025-06-13 00:41:11,Door Open,Low,1,v4.2,DR-308,2025-06-13,0,0
5905,MCH000077,LOC0004,2025-06-13 00:45:05,Communication Loss,Medium,62,v4.1,CM-899,2025-06-13,0,0
5906,MCH000071,LOC0002,2025-06-13 00:50:55,Software Restart,Medium,14,v5.1,SR-239,2025-06-13,0,0
5907,MCH000077,LOC0004,2025-06-13 01:22:24,Bill Acceptor Error,High,25,v4.1,BA-903,2025-06-13,1,0
5908,MCH000013,LOC0009,2025-06-13 01:47:16,Hopper Empty,Medium,5,v5.1,HP-602,2025-06-13,0,0
5909,MCH000015,LOC0001,2025-06-13 01:55:14,Door Open,Low,1,v5.1,DR-555,2025-06-13,0,0
5910,MCH000091,LOC0004,2025-06-13 02:35:12,Bill Acceptor Error,High,28,v4.1,BA-263,2025-06-13,1,0
5911,MCH000082,LOC0007,2025-06-13 03:05:27,Door Open,Low,1,v4.1,DR-942,2025-06-13,0,0
5912,MCH000013,LOC0009,2025-06-13 04:11:26,Door Open,Low,3,v5.1,DR-898,2025-06-13,0,0
5913,MCH000031,LOC0002,2025-06-13 05:00:14,Communication Loss,Medium,12,v5.1,CM-894,2025-06-13,0,0
5914,MCH000040,LOC0004,2025-06-13 05:06:33,Communication Loss,Medium,32,v4.1,CM-766,2025-06-13,0,0
5915,MCH000060,LOC0006,2025-06-13 05:34:20,Printer Error,Medium,9,v4.2,PR-390,2025-06-13,0,0
5916,MCH000032,LOC0003,2025-06-13 05:43:12,Hopper Empty,Medium,10,v5.1,HP-650,2025-06-13,0,0
5917,MCH000008,LOC0006,2025-06-13 06:30:13,Printer Error,Medium,11,v4.1,PR-833,2025-06-13,0,0
5918,MCH000027,LOC0002,2025-06-13 06:37:48,Printer Error,Medium,28,v5.1,PR-803,2025-06-13,0,0
5919,MCH000059,LOC0005,2025-06-13 06:39:47,Preventive Maintenance,Low,23,v5.0,PM-360,2025-06-13,0,1
5920,MCH000040,LOC0004,2025-06-13 07:21:56,Power Failure,High,139,v4.1,PF-106,2025-06-13,1,0
5921,MCH000019,LOC0003,2025-06-13 07:52:17,Door Open,Low,3,v4.2,DR-468,2025-06-13,0,0
5922,MCH000089,LOC0003,2025-06-13 08:08:38,Bill Acceptor Error,High,15,v5.0,BA-939,2025-06-13,1,0
5923,MCH000031,LOC0002,2025-06-13 09:01:30,Ticket Jam,Medium,26,v5.1,TJ-859,2025-06-13,0,0
5924,MCH000074,LOC0008,2025-06-13 09:04:15,Hardware Failure,High,77,v5.0,HF-925,2025-06-13,1,0
5925,MCH000089,LOC0003,2025-06-13 10:11:57,Ticket Jam,Medium,25,v5.0,TJ-885,2025-06-13,0,0
5926,MCH000050,LOC0007,2025-06-13 10:26:24,Printer Error,High,9,v4.2,PR-473,2025-06-13,1,0
5927,MCH000054,LOC0001,2025-06-13 13:42:14,Power Failure,High,84,v4.2,PF-185,2025-06-13,1,0
5928,MCH000097,LOC0007,2025-06-13 14:00:38,Hardware Failure,Critical,178,v4.2,HF-867,2025-06-13,1,0
5929,MCH000079,LOC0007,2025-06-13 14:21:26,Bill Acceptor Error,High,21,v5.1,BA-285,2025-06-13,1,0
5930,MCH000083,LOC0010,2025-06-13 14:26:48,Cash Refill,Low,4,v5.1,CR-753,2025-06-13,0,1
5931,MCH000065,LOC0004,2025-06-13 14:29:50,Ticket Jam,Medium,22,v5.1,TJ-244,2025-06-13,0,0
5932,MCH000004,LOC0010,2025-06-13 15:37:53,Power Failure,High,22,v4.1,PF-426,2025-06-13,1,0
5933,MCH000026,LOC0001,2025-06-13 15:41:28,Software Restart,Low,5,v4.1,SR-334,2025-06-13,0,0
5934,MCH000015,LOC0001,2025-06-13 17:46:41,Communication Loss,Medium,57,v5.1,CM-935,2025-06-13,0,0
5935,MCH000024,LOC0007,2025-06-13 17:56:01,Software Upgrade,Low,17,v4.1,SU-728,2025-06-13,0,1
5936,MCH000040,LOC0004,2025-06-13 18:56:42,Software Restart,Low,7,v4.1,SR-137,2025-06-13,0,0
5937,MCH000024,LOC0007,2025-06-13 19:02:17,Printer Error,Medium,12,v4.1,PR-724,2025-06-13,0,0
5938,MCH000004,LOC0010,2025-06-13 19:46:45,Door Open,Low,3,v4.1,DR-251,2025-06-13,0,0
5939,MCH000085,LOC0006,2025-06-13 20:20:24,Software Restart,Low,4,v5.0,SR-406,2025-06-13,0,0
5940,MCH000100,LOC0004,2025-06-13 20:22:32,Ticket Jam,Medium,7,v4.1,TJ-118,2025-06-13,0,0
5941,MCH000093,LOC0006,2025-06-13 20:41:40,Preventive Maintenance,Low,21,v5.1,PM-752,2025-06-13,0,1
5942,MCH000044,LOC0003,2025-06-13 20:59:14,Door Open,Low,2,v5.0,DR-540,2025-06-13,0,0
5943,MCH000072,LOC0004,2025-06-13 21:03:16,Software Restart,Low,5,v5.0,SR-637,2025-06-13,0,0
5944,MCH000016,LOC0007,2025-06-13 21:29:11,Bill Acceptor Error,Medium,21,v4.1,BA-444,2025-06-13,0,0
5945,MCH000026,LOC0001,2025-06-13 22:30:37,Printer Error,Medium,22,v4.1,PR-979,2025-06-13,0,0
5946,MCH000045,LOC0009,2025-06-13 23:14:28,Communication Loss,Medium,18,v5.0,CM-587,2025-06-13,0,0
5947,MCH000008,LOC0006,2025-06-13 23:33:32,Communication Loss,High,101,v4.1,CM-854,2025-06-13,1,0
5948,MCH000057,LOC0007,2025-06-13 23:47:44,Communication Loss,Medium,54,v5.0,CM-299,2025-06-13,0,0
5949,MCH000050,LOC0007,2025-06-13 23:56:45,Hopper Empty,Medium,15,v4.2,HP-125,2025-06-13,0,0
5950,MCH000007,LOC0002,2025-06-14 00:58:45,Software Upgrade,Low,24,v5.0,SU-220,2025-06-14,0,1
5951,MCH000072,LOC0004,2025-06-14 01:15:53,Door Open,Low,2,v5.0,DR-820,2025-06-14,0,0
5952,MCH000056,LOC0008,2025-06-14 01:35:36,Communication Loss,High,86,v4.1,CM-313,2025-06-14,1,0
5953,MCH000094,LOC0008,2025-06-14 02:10:18,Door Open,Low,3,v5.0,DR-481,2025-06-14,0,0
5954,MCH000100,LOC0004,2025-06-14 02:13:58,Cash Refill,Low,4,v4.1,CR-942,2025-06-14,0,1
5955,MCH000078,LOC0006,2025-06-14 02:32:03,Hopper Empty,Medium,15,v4.2,HP-322,2025-06-14,0,0
5956,MCH000015,LOC0001,2025-06-14 03:02:35,Door Open,Low,0,v5.1,DR-179,2025-06-14,0,0
5957,MCH000014,LOC0007,2025-06-14 03:58:53,Bill Acceptor Error,Medium,22,v5.1,BA-914,2025-06-14,0,0
5958,MCH000059,LOC0005,2025-06-14 03:59:32,Preventive Maintenance,Low,21,v5.0,PM-154,2025-06-14,0,1
5959,MCH000035,LOC0001,2025-06-14 04:13:53,Hopper Empty,Medium,11,v5.0,HP-951,2025-06-14,0,0
5960,MCH000070,LOC0007,2025-06-14 04:51:32,Bill Acceptor Error,Medium,26,v4.1,BA-573,2025-06-14,0,0
5961,MCH000055,LOC0002,2025-06-14 05:20:52,Communication Loss,Medium,74,v4.2,CM-610,2025-06-14,0,0
5962,MCH000072,LOC0004,2025-06-14 06:09:53,Hopper Empty,Medium,9,v5.0,HP-503,2025-06-14,0,0
5963,MCH000086,LOC0008,2025-06-14 07:18:11,Software Restart,Medium,11,v4.1,SR-689,2025-06-14,0,0
5964,MCH000011,LOC0006,2025-06-14 08:32:52,Printer Error,Medium,27,v5.0,PR-923,2025-06-14,0,0
5965,MCH000082,LOC0007,2025-06-14 09:54:28,Software Restart,Low,3,v4.1,SR-579,2025-06-14,0,0
5966,MCH000089,LOC0003,2025-06-14 10:05:14,Software Restart,Medium,5,v5.0,SR-249,2025-06-14,0,0
5967,MCH000039,LOC0009,2025-06-14 12:22:35,Software Upgrade,Low,24,v4.1,SU-237,2025-06-14,0,1
5968,MCH000071,LOC0002,2025-06-14 12:32:23,Communication Loss,Medium,19,v5.1,CM-505,2025-06-14,0,0
5969,MCH000093,LOC0006,2025-06-14 12:51:56,Preventive Maintenance,Low,22,v5.1,PM-320,2025-06-14,0,1
5970,MCH000039,LOC0009,2025-06-14 13:18:46,Printer Error,Medium,11,v4.1,PR-277,2025-06-14,0,0
5971,MCH000057,LOC0007,2025-06-14 13:29:18,Preventive Maintenance,Low,29,v5.0,PM-458,2025-06-14,0,1
5972,MCH000010,LOC0009,2025-06-14 15:17:55,Printer Error,Medium,21,v4.2,PR-238,2025-06-14,0,0
5973,MCH000039,LOC0009,2025-06-14 15:40:13,Communication Loss,Critical,111,v4.1,CM-662,2025-06-14,1,0
5974,MCH000066,LOC0009,2025-06-14 16:03:19,Ticket Jam,Medium,10,v5.0,TJ-999,2025-06-14,0,0
5975,MCH000009,LOC0003,2025-06-14 16:03:40,Bill Acceptor Error,Medium,23,v5.1,BA-908,2025-06-14,0,0
5976,MCH000031,LOC0002,2025-06-14 16:13:58,Ticket Jam,Medium,20,v5.1,TJ-336,2025-06-14,0,0
5977,MCH000055,LOC0002,2025-06-14 16:26:26,Ticket Jam,Medium,15,v4.2,TJ-337,2025-06-14,0,0
5978,MCH000016,LOC0007,2025-06-14 16:34:14,Communication Loss,Critical,106,v4.1,CM-894,2025-06-14,1,0
5979,MCH000093,LOC0006,2025-06-14 16:39:06,Bill Acceptor Error,Medium,21,v5.1,BA-544,2025-06-14,0,0
5980,MCH000057,LOC0007,2025-06-14 16:46:13,Printer Error,Medium,7,v5.0,PR-166,2025-06-14,0,0
5981,MCH000010,LOC0009,2025-06-14 16:58:04,Software Restart,Low,3,v4.2,SR-709,2025-06-14,0,0
5982,MCH000056,LOC0008,2025-06-14 17:29:26,Communication Loss,Medium,93,v4.1,CM-445,2025-06-14,0,0
5983,MCH000095,LOC0009,2025-06-14 17:50:06,Door Open,Medium,2,v5.0,DR-963,2025-06-14,0,0
5984,MCH000006,LOC0002,2025-06-14 17:51:29,Communication Loss,Medium,58,v4.1,CM-562,2025-06-14,0,0
5985,MCH000030,LOC0001,2025-06-14 18:20:42,Preventive Maintenance,Low,25,v5.0,PM-917,2025-06-14,0,1
5986,MCH000067,LOC0010,2025-06-14 19:41:12,Ticket Jam,Medium,20,v5.0,TJ-819,2025-06-14,0,0
5987,MCH000089,LOC0003,2025-06-14 19:57:23,Bill Acceptor Error,High,29,v5.0,BA-110,2025-06-14,1,0
5988,MCH000097,LOC0007,2025-06-14 20:04:14,Bill Acceptor Error,Medium,9,v4.2,BA-129,2025-06-14,0,0
5989,MCH000009,LOC0003,2025-06-14 20:37:15,Printer Error,High,13,v5.1,PR-331,2025-06-14,1,0
5990,MCH000022,LOC0008,2025-06-14 21:00:08,Ticket Jam,Medium,11,v5.1,TJ-713,2025-06-14,0,0
5991,MCH000023,LOC0003,2025-06-14 21:02:02,Ticket Jam,Medium,19,v4.2,TJ-470,2025-06-14,0,0
5992,MCH000021,LOC0006,2025-06-14 21:43:59,Cash Refill,Low,3,v4.1,CR-305,2025-06-14,0,1
5993,MCH000012,LOC0008,2025-06-14 21:49:59,Hopper Empty,Medium,5,v4.2,HP-942,2025-06-14,0,0
5994,MCH000067,LOC0010,2025-06-14 21:50:25,Hopper Empty,Medium,13,v5.0,HP-533,2025-06-14,0,0
5995,MCH000094,LOC0008,2025-06-14 22:41:16,Communication Loss,Medium,11,v5.0,CM-832,2025-06-14,0,0
5996,MCH000004,LOC0010,2025-06-14 23:16:20,Communication Loss,Medium,75,v4.1,CM-250,2025-06-14,0,0
5997,MCH000048,LOC0005,2025-06-15 00:03:30,Power Failure,Critical,165,v5.0,PF-853,2025-06-15,1,0
5998,MCH000018,LOC0007,2025-06-15 00:53:10,Ticket Jam,Medium,17,v5.0,TJ-163,2025-06-15,0,0
5999,MCH000020,LOC0003,2025-06-15 01:04:57,Ticket Jam,Medium,19,v5.1,TJ-115,2025-06-15,0,0
6000,MCH000052,LOC0001,2025-06-15 01:36:03,Communication Loss,Medium,13,v4.1,CM-370,2025-06-15,0,0
6001,MCH000017,LOC0002,2025-06-15 02:29:41,Bill Acceptor Error,Medium,13,v5.0,BA-414,2025-06-15,0,0
6002,MCH000022,LOC0008,2025-06-15 02:42:50,Communication Loss,Medium,49,v5.1,CM-698,2025-06-15,0,0
6003,MCH000087,LOC0001,2025-06-15 03:03:16,Hopper Empty,Medium,6,v4.2,HP-900,2025-06-15,0,0
6004,MCH000043,LOC0010,2025-06-15 03:24:12,Ticket Jam,Medium,19,v4.2,TJ-506,2025-06-15,0,0
6005,MCH000090,LOC0001,2025-06-15 03:45:29,Software Upgrade,Low,23,v4.2,SU-346,2025-06-15,0,1
6006,MCH000089,LOC0003,2025-06-15 03:58:40,Printer Error,Medium,9,v5.0,PR-315,2025-06-15,0,0
6007,MCH000087,LOC0001,2025-06-15 04:10:21,Software Upgrade,Low,15,v4.2,SU-259,2025-06-15,0,1
6008,MCH000030,LOC0001,2025-06-15 04:19:12,Preventive Maintenance,Medium,23,v5.0,PM-448,2025-06-15,0,1
6009,MCH000073,LOC0008,2025-06-15 05:39:25,Power Failure,High,16,v4.2,PF-902,2025-06-15,1,0
6010,MCH000063,LOC0007,2025-06-15 05:47:19,Printer Error,High,35,v4.2,PR-875,2025-06-15,1,0
6011,MCH000003,LOC0006,2025-06-15 05:56:15,Cash Refill,Low,4,v5.0,CR-162,2025-06-15,0,1
6012,MCH000005,LOC0007,2025-06-15 06:03:44,Communication Loss,Medium,51,v5.0,CM-342,2025-06-15,0,0
6013,MCH000012,LOC0008,2025-06-15 08:06:25,Hopper Empty,Medium,7,v4.2,HP-630,2025-06-15,0,0
6014,MCH000078,LOC0006,2025-06-15 08:26:22,Communication Loss,Medium,77,v4.2,CM-861,2025-06-15,0,0
6015,MCH000068,LOC0004,2025-06-15 08:37:07,Software Upgrade,Low,18,v5.1,SU-607,2025-06-15,0,1
6016,MCH000006,LOC0002,2025-06-15 09:50:50,Communication Loss,High,18,v4.1,CM-914,2025-06-15,1,0
6017,MCH000044,LOC0003,2025-06-15 10:03:44,Printer Error,Medium,15,v5.0,PR-298,2025-06-15,0,0
6018,MCH000037,LOC0005,2025-06-15 11:10:32,Software Restart,Low,5,v4.1,SR-397,2025-06-15,0,0
6019,MCH000029,LOC0002,2025-06-15 12:12:13,Communication Loss,Medium,54,v5.1,CM-237,2025-06-15,0,0
6020,MCH000080,LOC0006,2025-06-15 12:56:08,Cash Refill,Low,4,v4.2,CR-113,2025-06-15,0,1
6021,MCH000090,LOC0001,2025-06-15 13:04:37,Communication Loss,High,91,v4.2,CM-807,2025-06-15,1,0
6022,MCH000090,LOC0001,2025-06-15 13:13:54,Communication Loss,High,97,v4.2,CM-472,2025-06-15,1,0
6023,MCH000036,LOC0008,2025-06-15 13:20:06,Hardware Failure,High,124,v5.1,HF-729,2025-06-15,1,0
6024,MCH000074,LOC0008,2025-06-15 13:42:24,Bill Acceptor Error,High,31,v5.0,BA-596,2025-06-15,1,0
6025,MCH000036,LOC0008,2025-06-15 14:06:41,Software Upgrade,Low,18,v5.1,SU-377,2025-06-15,0,1
6026,MCH000061,LOC0007,2025-06-15 14:33:40,Communication Loss,Medium,32,v4.1,CM-947,2025-06-15,0,0
6027,MCH000023,LOC0003,2025-06-15 15:52:56,Hardware Failure,High,120,v4.2,HF-127,2025-06-15,1,0
6028,MCH000066,LOC0009,2025-06-15 16:27:11,Ticket Jam,Medium,9,v5.0,TJ-315,2025-06-15,0,0
6029,MCH000015,LOC0001,2025-06-15 16:33:28,Software Upgrade,Low,16,v5.1,SU-401,2025-06-15,0,1
6030,MCH000057,LOC0007,2025-06-15 17:00:56,Software Restart,Low,7,v5.0,SR-818,2025-06-15,0,0
6031,MCH000034,LOC0004,2025-06-15 17:09:30,Printer Error,Medium,9,v4.2,PR-332,2025-06-15,0,0
6032,MCH000049,LOC0006,2025-06-15 17:18:17,Cash Refill,Low,3,v5.1,CR-453,2025-06-15,0,1
6033,MCH000024,LOC0007,2025-06-15 17:59:51,Cash Refill,Low,4,v4.1,CR-359,2025-06-15,0,1
6034,MCH000092,LOC0010,2025-06-15 18:25:33,Printer Error,Medium,10,v5.0,PR-338,2025-06-15,0,0
6035,MCH000008,LOC0006,2025-06-15 20:43:07,Software Restart,Low,6,v4.1,SR-133,2025-06-15,0,0
6036,MCH000028,LOC0003,2025-06-15 22:54:07,Communication Loss,Medium,76,v5.1,CM-830,2025-06-15,0,0
6037,MCH000039,LOC0009,2025-06-15 23:30:20,Cash Refill,Low,5,v4.1,CR-807,2025-06-15,0,1
6038,MCH000007,LOC0002,2025-06-16 01:43:40,Ticket Jam,Medium,9,v5.0,TJ-316,2025-06-16,0,0
6039,MCH000051,LOC0006,2025-06-16 01:53:54,Printer Error,Medium,21,v4.1,PR-328,2025-06-16,0,0
6040,MCH000014,LOC0007,2025-06-16 03:05:19,Ticket Jam,Medium,11,v5.1,TJ-904,2025-06-16,0,0
6041,MCH000084,LOC0008,2025-06-16 03:38:12,Bill Acceptor Error,Medium,8,v5.0,BA-107,2025-06-16,0,0
6042,MCH000089,LOC0003,2025-06-16 04:00:15,Hopper Empty,Medium,15,v5.0,HP-741,2025-06-16,0,0
6043,MCH000019,LOC0003,2025-06-16 04:42:56,Cash Refill,Low,3,v4.2,CR-441,2025-06-16,0,1
6044,MCH000023,LOC0003,2025-06-16 05:03:18,Software Restart,Low,9,v4.2,SR-942,2025-06-16,0,0
6045,MCH000027,LOC0002,2025-06-16 05:29:56,Communication Loss,High,63,v5.1,CM-926,2025-06-16,1,0
6046,MCH000010,LOC0009,2025-06-16 06:03:46,Printer Error,Medium,11,v4.2,PR-875,2025-06-16,0,0
6047,MCH000005,LOC0007,2025-06-16 06:13:56,Ticket Jam,High,23,v5.0,TJ-476,2025-06-16,1,0
6048,MCH000032,LOC0003,2025-06-16 08:36:07,Printer Error,Medium,5,v5.1,PR-614,2025-06-16,0,0
6049,MCH000043,LOC0010,2025-06-16 10:07:31,Bill Acceptor Error,Medium,16,v4.2,BA-278,2025-06-16,0,0
6050,MCH000063,LOC0007,2025-06-16 10:18:26,Software Restart,Low,2,v4.2,SR-744,2025-06-16,0,0
6051,MCH000073,LOC0008,2025-06-16 10:52:59,Hopper Empty,Medium,6,v4.2,HP-918,2025-06-16,0,0
6052,MCH000023,LOC0003,2025-06-16 11:33:48,Printer Error,Medium,13,v4.2,PR-604,2025-06-16,0,0
6053,MCH000047,LOC0010,2025-06-16 12:02:25,Ticket Jam,Medium,8,v5.0,TJ-320,2025-06-16,0,0
6054,MCH000044,LOC0003,2025-06-16 12:13:53,Printer Error,Medium,23,v5.0,PR-129,2025-06-16,0,0
6055,MCH000096,LOC0004,2025-06-16 12:20:43,Preventive Maintenance,Medium,37,v5.1,PM-777,2025-06-16,0,1
6056,MCH000070,LOC0007,2025-06-16 12:55:17,Cash Refill,Low,5,v4.1,CR-621,2025-06-16,0,1
6057,MCH000077,LOC0004,2025-06-16 13:13:09,Cash Refill,Low,6,v4.1,CR-456,2025-06-16,0,1
6058,MCH000036,LOC0008,2025-06-16 13:56:46,Printer Error,High,29,v5.1,PR-236,2025-06-16,1,0
6059,MCH000056,LOC0008,2025-06-16 14:07:10,Printer Error,Medium,6,v4.1,PR-129,2025-06-16,0,0
6060,MCH000033,LOC0009,2025-06-16 16:51:25,Preventive Maintenance,Low,25,v4.1,PM-567,2025-06-16,0,1
6061,MCH000098,LOC0006,2025-06-16 17:42:04,Cash Refill,Low,4,v5.0,CR-228,2025-06-16,0,1
6062,MCH000058,LOC0007,2025-06-16 19:38:40,Software Restart,Low,5,v5.0,SR-444,2025-06-16,0,0
6063,MCH000035,LOC0001,2025-06-16 19:39:39,Door Open,Medium,0,v5.0,DR-565,2025-06-16,0,0
6064,MCH000100,LOC0004,2025-06-16 20:15:40,Communication Loss,High,27,v4.1,CM-803,2025-06-16,1,0
6065,MCH000016,LOC0007,2025-06-16 20:35:48,Hopper Empty,Medium,8,v4.1,HP-842,2025-06-16,0,0
6066,MCH000072,LOC0004,2025-06-16 20:47:31,Door Open,Low,2,v5.0,DR-548,2025-06-16,0,0
6067,MCH000021,LOC0006,2025-06-16 21:36:49,Door Open,Low,2,v4.1,DR-188,2025-06-16,0,0
6068,MCH000051,LOC0006,2025-06-16 21:57:48,Cash Refill,Low,5,v4.1,CR-287,2025-06-16,0,1
6069,MCH000081,LOC0005,2025-06-16 22:10:10,Printer Error,Medium,6,v5.0,PR-895,2025-06-16,0,0
6070,MCH000083,LOC0010,2025-06-16 23:35:35,Preventive Maintenance,Low,23,v5.1,PM-244,2025-06-16,0,1
6071,MCH000017,LOC0002,2025-06-16 23:38:06,Hopper Empty,Medium,7,v5.0,HP-293,2025-06-16,0,0
6072,MCH000056,LOC0008,2025-06-17 00:30:30,Printer Error,High,35,v4.1,PR-932,2025-06-17,1,0
6073,MCH000026,LOC0001,2025-06-17 00:46:30,Printer Error,Medium,17,v4.1,PR-119,2025-06-17,0,0
6074,MCH000048,LOC0005,2025-06-17 01:17:36,Software Upgrade,Low,16,v5.0,SU-200,2025-06-17,0,1
6075,MCH000008,LOC0006,2025-06-17 01:17:49,Communication Loss,Medium,24,v4.1,CM-495,2025-06-17,0,0
6076,MCH000083,LOC0010,2025-06-17 01:45:03,Ticket Jam,Medium,7,v5.1,TJ-817,2025-06-17,0,0
6077,MCH000088,LOC0008,2025-06-17 02:26:23,Cash Refill,Low,4,v5.0,CR-430,2025-06-17,0,1
6078,MCH000064,LOC0007,2025-06-17 02:48:24,Cash Refill,Low,4,v4.1,CR-998,2025-06-17,0,1
6079,MCH000067,LOC0010,2025-06-17 03:12:47,Printer Error,Medium,24,v5.0,PR-919,2025-06-17,0,0
6080,MCH000035,LOC0001,2025-06-17 03:14:48,Cash Refill,Low,6,v5.0,CR-457,2025-06-17,0,1
6081,MCH000020,LOC0003,2025-06-17 03:15:53,Software Restart,Low,5,v5.1,SR-803,2025-06-17,0,0
6082,MCH000005,LOC0007,2025-06-17 03:18:37,Communication Loss,Medium,19,v5.0,CM-406,2025-06-17,0,0
6083,MCH000036,LOC0008,2025-06-17 03:52:23,Communication Loss,Medium,61,v5.1,CM-218,2025-06-17,0,0
6084,MCH000010,LOC0009,2025-06-17 04:28:41,Communication Loss,Medium,79,v4.2,CM-813,2025-06-17,0,0
6085,MCH000013,LOC0009,2025-06-17 05:05:20,Software Restart,Low,8,v5.1,SR-925,2025-06-17,0,0
6086,MCH000027,LOC0002,2025-06-17 05:11:52,Communication Loss,Medium,42,v5.1,CM-181,2025-06-17,0,0
6087,MCH000100,LOC0004,2025-06-17 05:56:27,Printer Error,Medium,14,v4.1,PR-506,2025-06-17,0,0
6088,MCH000012,LOC0008,2025-06-17 06:33:35,Ticket Jam,Medium,25,v4.2,TJ-192,2025-06-17,0,0
