player_id,enrollment_date,loyalty_tier,age_band,home_region,marketing_opt_in,active_flag
PLY00002319,2025-07-30,Standard,60+,Southwest,1,1
PLY00002320,2023-11-03,Standard,30-39,Southeast,0,1
PLY00002321,2021-12-05,Standard,60+,Midwest,0,1
PLY00002322,2022-03-01,Standard,21-29,Northeast,0,1
PLY00002323,2023-12-02,Standard,60+,Southwest,0,1
PLY00002324,2026-02-25,Standard,40-49,West,1,1
PLY00002325,2026-04-29,Silver,60+,Northeast,1,1
PLY00002326,2021-10-24,Standard,50-59,Northeast,1,1
PLY00002327,2023-01-22,Standard,50-59,Southwest,0,1
PLY00002328,2024-03-17,Gold,60+,Northeast,0,1
PLY00002329,2021-08-31,Silver,30-39,Southeast,0,1
PLY00002330,2023-04-18,Standard,21-29,Southwest,0,1
PLY00002331,2022-10-04,Standard,40-49,Midwest,1,1
PLY00002332,2024-12-02,Silver,40-49,West,1,1
PLY00002333,2022-03-10,Standard,60+,Midwest,1,1
PLY00002334,2024-01-29,Silver,40-49,Midwest,0,1
PLY00002335,2022-11-30,Silver,50-59,Southwest,1,1
PLY00002336,2026-05-01,Gold,30-39,Southeast,1,1
PLY00002337,2023-07-31,Standard,30-39,Northeast,0,1
PLY00002338,2026-05-09,Standard,21-29,Midwest,1,1
PLY00002339,2024-11-04,Gold,60+,Southwest,1,1
PLY00002340,2026-02-17,Platinum,30-39,West,0,1
PLY00002341,2024-05-09,Standard,50-59,Southeast,0,1
PLY00002342,2024-10-18,Standard,50-59,Northeast,1,1
PLY00002343,2022-09-21,Standard,30-39,Southeast,1,1
PLY00002344,2022-03-14,Silver,21-29,Southeast,1,1
PLY00002345,2025-10-16,Gold,21-29,West,0,1
PLY00002346,2024-06-22,Standard,21-29,Southwest,1,0
PLY00002347,2021-12-27,Standard,40-49,West,0,1
PLY00002348,2022-05-13,Standard,21-29,Northeast,1,1
PLY00002349,2025-04-01,Standard,30-39,Southeast,1,1
PLY00002350,2023-07-05,Standard,60+,Midwest,1,1
PLY00002351,2022-03-07,Standard,21-29,Southeast,1,1
PLY00002352,2024-06-06,Standard,60+,West,1,1
PLY00002353,2024-11-27,Gold,21-29,Midwest,0,1
PLY00002354,2024-04-23,Standard,50-59,Northeast,1,1
PLY00002355,2021-10-14,Silver,60+,Southwest,1,1
PLY00002356,2023-11-10,Standard,21-29,Southwest,0,1
PLY00002357,2025-05-13,Gold,60+,Southwest,0,1
PLY00002358,2025-09-15,Standard,40-49,Southwest,1,1
PLY00002359,2023-06-22,Standard,40-49,Midwest,1,1
PLY00002360,2024-07-23,Standard,60+,West,1,1
PLY00002361,2026-03-28,Platinum,30-39,Southwest,1,1
PLY00002362,2024-09-22,Standard,50-59,Southeast,1,1
PLY00002363,2025-03-16,Silver,21-29,Southwest,1,1
PLY00002364,2023-02-11,Gold,30-39,Northeast,0,1
PLY00002365,2024-10-06,Standard,40-49,West,1,1
PLY00002366,2022-04-06,Gold,30-39,West,1,1
PLY00002367,2024-01-17,Standard,50-59,Southeast,0,1
PLY00002368,2023-08-18,Standard,60+,Southwest,1,1
PLY00002369,2022-02-27,Silver,40-49,Southeast,0,1
PLY00002370,2022-03-25,Gold,40-49,Midwest,1,1
PLY00002371,2023-10-24,Standard,40-49,Southwest,1,1
PLY00002372,2022-11-05,Silver,21-29,Southwest,1,1
PLY00002373,2024-10-06,Silver,30-39,Southwest,0,1
PLY00002374,2022-11-05,Silver,30-39,Midwest,1,1
PLY00002375,2024-11-05,Standard,50-59,Midwest,1,1
PLY00002376,2024-03-23,Silver,60+,West,1,1
PLY00002377,2024-08-07,Standard,30-39,Midwest,0,0
PLY00002378,2022-06-10,Silver,21-29,Southwest,1,1
PLY00002379,2022-04-24,Standard,40-49,West,1,1
PLY00002380,2021-07-30,Standard,40-49,Midwest,1,1
PLY00002381,2024-02-26,Standard,50-59,Southeast,0,1
PLY00002382,2025-04-25,Platinum,50-59,Southeast,0,1
PLY00002383,2024-08-05,Silver,60+,Northeast,1,1
PLY00002384,2023-10-30,Standard,40-49,West,1,1
PLY00002385,2022-05-27,Standard,21-29,Midwest,0,1
PLY00002386,2022-08-29,Silver,30-39,Southeast,1,1
PLY00002387,2022-04-11,Standard,30-39,Midwest,1,1
PLY00002388,2023-02-16,Standard,21-29,Southwest,1,1
PLY00002389,2025-03-14,Silver,60+,Northeast,0,1
PLY00002390,2025-05-08,Standard,50-59,Northeast,0,1
PLY00002391,2026-04-09,Standard,60+,Southwest,1,1
PLY00002392,2026-04-02,Standard,21-29,West,1,1
PLY00002393,2025-11-22,Standard,30-39,West,0,1
PLY00002394,2025-01-01,Gold,60+,Southeast,0,1
PLY00002395,2022-05-30,Standard,40-49,Southwest,1,1
PLY00002396,2021-10-03,Silver,40-49,Northeast,1,1
PLY00002397,2022-04-18,Standard,50-59,Northeast,1,1
PLY00002398,2024-07-17,Silver,50-59,Northeast,1,1
PLY00002399,2026-03-31,Standard,30-39,West,1,1
PLY00002400,2022-04-29,Standard,30-39,West,0,1
PLY00002401,2024-04-16,Silver,60+,Southeast,1,1
PLY00002402,2024-10-22,Standard,21-29,Northeast,1,0
PLY00002403,2021-08-21,Standard,30-39,West,1,1
PLY00002404,2024-01-06,Gold,30-39,Southeast,1,1
PLY00002405,2025-01-19,Platinum,30-39,Southeast,0,1
PLY00002406,2024-10-30,Gold,50-59,Northeast,0,1
PLY00002407,2022-04-03,Standard,30-39,Southwest,1,1
PLY00002408,2026-04-17,Standard,50-59,West,0,1
PLY00002409,2023-08-07,Standard,60+,West,1,1
PLY00002410,2026-05-26,Standard,50-59,West,1,0
PLY00002411,2025-12-19,Standard,30-39,Northeast,0,1
PLY00002412,2022-12-22,Standard,21-29,Southwest,1,1
PLY00002413,2024-10-08,Standard,21-29,Midwest,1,1
PLY00002414,2022-12-22,Standard,40-49,Southeast,0,1
PLY00002415,2022-09-18,Silver,50-59,Southwest,1,0
PLY00002416,2023-10-27,Silver,40-49,Northeast,1,1
PLY00002417,2024-02-04,Silver,30-39,West,1,1
PLY00002418,2023-10-25,Silver,21-29,West,0,1
PLY00002419,2025-09-23,Silver,40-49,West,1,1
PLY00002420,2022-10-10,Standard,60+,Southeast,0,1
PLY00002421,2022-01-26,Standard,21-29,Southeast,1,1
PLY00002422,2022-12-15,Standard,40-49,Midwest,1,1
PLY00002423,2025-03-25,Standard,21-29,Southwest,1,1
PLY00002424,2023-11-18,Gold,21-29,West,1,1
PLY00002425,2025-02-11,Standard,30-39,Northeast,1,1
PLY00002426,2024-01-31,Standard,21-29,Northeast,0,1
PLY00002427,2025-08-26,Standard,60+,Southwest,1,1
PLY00002428,2022-03-09,Silver,40-49,Southwest,1,1
PLY00002429,2024-08-08,Standard,60+,Midwest,0,1
PLY00002430,2023-09-04,Standard,50-59,West,1,1
PLY00002431,2023-08-19,Standard,30-39,Southeast,1,1
PLY00002432,2025-10-01,Silver,40-49,West,1,1
PLY00002433,2023-03-13,Standard,40-49,Midwest,1,1
PLY00002434,2025-06-05,Silver,60+,West,0,1
PLY00002435,2022-06-11,Gold,40-49,Southwest,1,1
PLY00002436,2022-09-07,Silver,21-29,Southwest,1,1
PLY00002437,2024-02-15,Platinum,21-29,Southeast,1,1
PLY00002438,2021-08-04,Standard,50-59,Midwest,1,1
PLY00002439,2024-11-24,Gold,30-39,West,1,0
PLY00002440,2024-05-11,Standard,40-49,West,1,1
PLY00002441,2024-10-06,Silver,60+,Midwest,1,1
PLY00002442,2024-05-02,Standard,50-59,West,1,1
PLY00002443,2025-04-11,Gold,60+,Midwest,1,1
PLY00002444,2024-05-18,Silver,60+,Southeast,1,0
PLY00002445,2025-03-12,Gold,21-29,West,1,1
PLY00002446,2022-09-09,Standard,50-59,Southwest,1,1
PLY00002447,2024-02-02,Platinum,60+,Southeast,1,0
PLY00002448,2024-04-05,Platinum,30-39,Southeast,0,1
PLY00002449,2023-03-30,Standard,40-49,West,1,1
PLY00002450,2025-08-10,Gold,60+,Northeast,0,1
PLY00002451,2024-03-16,Standard,60+,Southeast,1,1
PLY00002452,2023-01-16,Standard,60+,Southeast,0,1
PLY00002453,2024-12-02,Standard,60+,Southwest,0,1
PLY00002454,2024-03-31,Platinum,50-59,Midwest,1,1
PLY00002455,2024-01-05,Standard,50-59,Southwest,1,1
PLY00002456,2025-09-16,Standard,21-29,Midwest,1,1
PLY00002457,2026-06-07,Standard,60+,West,0,1
PLY00002458,2023-08-06,Standard,30-39,Southwest,0,1
PLY00002459,2024-04-21,Gold,30-39,Southwest,0,1
PLY00002460,2024-09-24,Standard,30-39,Southeast,0,1
PLY00002461,2023-12-01,Platinum,40-49,Southeast,0,1
PLY00002462,2024-11-15,Silver,30-39,Southeast,1,1
PLY00002463,2024-08-21,Silver,21-29,Northeast,1,1
PLY00002464,2022-07-02,Silver,60+,Southwest,1,1
PLY00002465,2026-04-30,Gold,60+,West,1,1
PLY00002466,2023-03-26,Platinum,40-49,Midwest,0,1
PLY00002467,2026-03-05,Gold,40-49,Northeast,1,1
PLY00002468,2023-01-24,Standard,50-59,Midwest,1,1
PLY00002469,2026-03-19,Platinum,60+,West,0,1
PLY00002470,2021-10-05,Gold,50-59,Southwest,1,1
PLY00002471,2025-06-17,Gold,40-49,Midwest,0,1
PLY00002472,2023-04-26,Standard,40-49,Midwest,1,1
PLY00002473,2025-04-06,Gold,30-39,West,1,1
PLY00002474,2024-01-05,Silver,21-29,Southwest,1,1
PLY00002475,2022-02-13,Standard,60+,Southwest,1,1
PLY00002476,2025-01-05,Gold,21-29,West,1,0
PLY00002477,2025-10-12,Standard,60+,West,1,1
PLY00002478,2022-09-19,Silver,40-49,Southwest,0,1
PLY00002479,2024-02-09,Standard,50-59,Southwest,1,1
PLY00002480,2023-08-04,Silver,21-29,Midwest,1,1
PLY00002481,2023-09-07,Gold,50-59,Midwest,1,1
PLY00002482,2022-11-04,Standard,30-39,Midwest,1,1
PLY00002483,2025-02-17,Standard,40-49,Southeast,1,1
PLY00002484,2024-09-27,Standard,40-49,Southwest,0,1
PLY00002485,2022-02-28,Standard,50-59,Northeast,1,1
PLY00002486,2025-05-09,Silver,30-39,Midwest,0,1
PLY00002487,2025-08-10,Silver,50-59,Midwest,1,1
PLY00002488,2024-12-10,Silver,30-39,Midwest,0,1
PLY00002489,2026-01-29,Standard,50-59,Midwest,0,0
PLY00002490,2025-11-03,Standard,21-29,Southeast,1,1
PLY00002491,2025-02-02,Silver,60+,Midwest,0,1
PLY00002492,2026-02-27,Standard,21-29,Southeast,1,1
PLY00002493,2021-11-05,Gold,50-59,Midwest,1,1
PLY00002494,2024-08-04,Standard,30-39,Southwest,1,0
PLY00002495,2026-02-06,Gold,40-49,West,1,1
PLY00002496,2022-04-04,Platinum,50-59,Northeast,1,1
PLY00002497,2022-06-18,Platinum,21-29,Southwest,1,1
PLY00002498,2023-08-24,Standard,30-39,Southwest,1,1
PLY00002499,2024-07-20,Standard,30-39,Northeast,0,1
PLY00002500,2022-12-12,Standard,60+,West,0,1
PLY00002501,2021-11-28,Standard,60+,West,1,1
PLY00002502,2026-04-28,Gold,50-59,Midwest,1,0
PLY00002503,2024-12-06,Gold,40-49,Southwest,1,1
PLY00002504,2024-05-09,Gold,40-49,West,1,0
PLY00002505,2025-03-12,Standard,30-39,West,1,1
PLY00002506,2022-06-08,Gold,60+,Southwest,1,1
PLY00002507,2021-08-15,Gold,30-39,Midwest,1,1
PLY00002508,2022-05-16,Silver,30-39,Southwest,1,1
PLY00002509,2023-09-25,Standard,50-59,Southwest,1,1
PLY00002510,2023-06-03,Platinum,21-29,West,1,1
PLY00002511,2025-11-16,Gold,50-59,Southeast,1,1
PLY00002512,2025-12-11,Platinum,40-49,West,1,1
PLY00002513,2026-04-12,Standard,60+,Southwest,1,1
PLY00002514,2026-06-05,Standard,50-59,Southeast,1,1
PLY00002515,2023-05-31,Silver,40-49,Midwest,1,1
PLY00002516,2025-04-28,Standard,50-59,Southeast,0,0
PLY00002517,2024-09-18,Silver,21-29,West,1,1
PLY00002518,2024-11-10,Silver,21-29,West,1,1
PLY00002519,2025-06-21,Standard,30-39,Southeast,0,1
PLY00002520,2025-10-15,Platinum,30-39,Northeast,1,1
PLY00002521,2022-10-25,Standard,21-29,Northeast,0,1
PLY00002522,2024-06-19,Gold,50-59,Southwest,1,1
PLY00002523,2021-09-28,Gold,30-39,Northeast,1,1
PLY00002524,2025-08-21,Standard,40-49,Southwest,1,1
PLY00002525,2022-06-03,Standard,40-49,Northeast,1,1
PLY00002526,2024-01-17,Standard,21-29,West,1,1
PLY00002527,2025-01-26,Silver,21-29,Southeast,1,0
PLY00002528,2022-04-06,Standard,40-49,Southwest,1,1
PLY00002529,2022-07-09,Silver,40-49,Northeast,0,1
PLY00002530,2022-09-27,Silver,30-39,West,1,1
PLY00002531,2024-06-30,Gold,30-39,West,1,1
PLY00002532,2024-03-09,Standard,30-39,West,1,1
PLY00002533,2024-06-13,Standard,21-29,West,0,1
PLY00002534,2025-05-28,Standard,40-49,Midwest,1,1
PLY00002535,2023-04-17,Silver,30-39,Northeast,1,1
PLY00002536,2025-12-19,Platinum,40-49,Southwest,0,1
PLY00002537,2025-08-22,Standard,50-59,Northeast,1,1
PLY00002538,2024-06-30,Standard,30-39,Southeast,0,1
PLY00002539,2025-08-01,Silver,21-29,Midwest,1,0
PLY00002540,2022-05-13,Standard,60+,Northeast,0,1
PLY00002541,2025-04-05,Silver,60+,West,1,1
PLY00002542,2025-05-19,Standard,60+,Southeast,1,1
PLY00002543,2024-03-30,Silver,40-49,Southwest,1,1
PLY00002544,2022-02-07,Standard,50-59,Northeast,1,1
PLY00002545,2024-02-01,Standard,50-59,Midwest,0,1
PLY00002546,2021-11-29,Standard,21-29,Southeast,0,1
PLY00002547,2022-07-06,Silver,60+,West,1,1
PLY00002548,2021-09-22,Standard,21-29,Northeast,0,1
PLY00002549,2024-06-13,Standard,60+,Northeast,0,1
PLY00002550,2022-06-18,Standard,60+,West,0,1
PLY00002551,2022-12-06,Silver,21-29,Southeast,1,0
PLY00002552,2023-08-10,Gold,40-49,Northeast,1,1
PLY00002553,2025-12-03,Silver,60+,Northeast,1,1
PLY00002554,2023-01-07,Gold,21-29,Midwest,1,1
PLY00002555,2026-03-24,Gold,40-49,Southeast,0,1
PLY00002556,2022-11-23,Standard,50-59,Northeast,1,1
PLY00002557,2024-05-07,Silver,40-49,Southwest,1,1
PLY00002558,2026-04-18,Gold,40-49,Southeast,0,1
PLY00002559,2025-02-27,Gold,50-59,Northeast,1,1
PLY00002560,2025-06-18,Standard,30-39,Southwest,1,1
PLY00002561,2023-07-04,Silver,21-29,Southwest,1,1
PLY00002562,2024-12-23,Standard,21-29,Northeast,1,1
PLY00002563,2023-02-07,Standard,60+,Midwest,1,1
PLY00002564,2023-02-13,Platinum,50-59,Midwest,1,1
PLY00002565,2025-03-17,Silver,21-29,Northeast,1,1
PLY00002566,2024-11-24,Standard,21-29,West,0,1
PLY00002567,2021-10-12,Standard,21-29,Southwest,1,1
PLY00002568,2023-03-19,Standard,50-59,Southeast,1,1
PLY00002569,2025-05-10,Standard,50-59,West,1,1
PLY00002570,2025-03-09,Standard,21-29,West,0,1
PLY00002571,2024-11-03,Standard,40-49,Northeast,1,0
PLY00002572,2021-07-27,Standard,40-49,Southeast,1,1
PLY00002573,2023-05-12,Silver,50-59,Southwest,1,1
PLY00002574,2023-04-14,Standard,30-39,Southeast,1,1
PLY00002575,2023-11-25,Standard,50-59,Northeast,0,1
PLY00002576,2022-01-24,Standard,30-39,Southeast,1,1
PLY00002577,2026-06-11,Standard,21-29,Southwest,1,1
PLY00002578,2022-05-26,Silver,40-49,Midwest,1,1
PLY00002579,2026-02-06,Silver,21-29,Southwest,1,1
PLY00002580,2023-02-14,Standard,60+,Northeast,0,1
PLY00002581,2024-08-23,Standard,60+,Northeast,1,1
PLY00002582,2024-04-21,Standard,60+,Southwest,1,1
PLY00002583,2023-03-18,Standard,30-39,Southwest,1,1
PLY00002584,2025-06-04,Platinum,50-59,Southwest,0,1
PLY00002585,2022-07-03,Standard,40-49,Southeast,1,1
PLY00002586,2023-10-07,Standard,50-59,Midwest,0,1
PLY00002587,2025-09-11,Standard,40-49,Southeast,1,1
PLY00002588,2026-01-08,Gold,30-39,Southwest,1,1
PLY00002589,2024-03-13,Standard,50-59,Southwest,0,1
PLY00002590,2024-11-02,Standard,50-59,Southwest,1,1
PLY00002591,2024-11-14,Standard,60+,Southeast,1,1
PLY00002592,2022-07-03,Silver,60+,Midwest,0,1
PLY00002593,2024-06-28,Silver,50-59,Midwest,1,1
PLY00002594,2024-07-11,Standard,21-29,West,1,1
PLY00002595,2025-06-05,Gold,60+,Southwest,1,1
PLY00002596,2023-01-01,Silver,30-39,Southwest,0,1
PLY00002597,2024-01-24,Gold,21-29,Southeast,1,1
PLY00002598,2022-04-03,Standard,60+,Southeast,1,1
PLY00002599,2022-09-03,Gold,30-39,Southwest,1,1
PLY00002600,2024-03-13,Silver,50-59,Midwest,1,1
PLY00002601,2022-07-15,Standard,21-29,Northeast,0,1
PLY00002602,2023-07-25,Standard,21-29,Midwest,0,1
PLY00002603,2024-02-17,Gold,30-39,Southeast,0,1
PLY00002604,2022-07-12,Standard,60+,Midwest,1,1
PLY00002605,2023-02-02,Standard,30-39,Midwest,1,1
PLY00002606,2024-09-15,Standard,30-39,Southeast,1,1
PLY00002607,2022-09-26,Silver,30-39,West,1,1
PLY00002608,2025-11-17,Platinum,30-39,Northeast,1,1
PLY00002609,2024-11-01,Standard,21-29,Southeast,0,1
PLY00002610,2025-02-02,Standard,21-29,West,1,1
PLY00002611,2022-09-15,Gold,60+,West,1,1
PLY00002612,2026-06-03,Platinum,60+,Midwest,0,0
PLY00002613,2024-10-18,Gold,21-29,Southeast,1,1
PLY00002614,2025-02-17,Standard,30-39,Northeast,0,1
PLY00002615,2023-02-11,Silver,40-49,Midwest,1,0
PLY00002616,2025-09-03,Standard,60+,Southwest,1,1
PLY00002617,2026-02-07,Standard,30-39,Midwest,0,1
PLY00002618,2023-01-03,Standard,60+,Northeast,1,1
PLY00002619,2026-04-03,Standard,30-39,Midwest,1,0
PLY00002620,2022-12-14,Standard,40-49,Southwest,1,1
PLY00002621,2025-09-12,Standard,60+,Northeast,0,1
PLY00002622,2023-12-28,Standard,50-59,Southwest,1,1
PLY00002623,2022-09-22,Standard,50-59,Midwest,1,1
PLY00002624,2023-02-15,Platinum,50-59,Southwest,1,1
PLY00002625,2024-03-17,Standard,40-49,West,1,1
PLY00002626,2025-05-15,Standard,50-59,Northeast,0,1
PLY00002627,2021-12-27,Gold,21-29,Northeast,0,1
PLY00002628,2024-08-02,Standard,21-29,Southeast,1,1
PLY00002629,2021-08-12,Gold,21-29,Northeast,1,1
PLY00002630,2025-08-27,Gold,60+,Northeast,1,1
PLY00002631,2022-09-11,Gold,50-59,Midwest,0,1
PLY00002632,2023-03-12,Standard,30-39,Southeast,0,1
PLY00002633,2024-10-18,Standard,21-29,Northeast,1,1
PLY00002634,2026-04-23,Standard,21-29,Southwest,1,1
PLY00002635,2025-10-31,Standard,30-39,Southwest,1,1
PLY00002636,2025-09-28,Standard,60+,Northeast,1,1
PLY00002637,2025-01-05,Standard,30-39,Midwest,1,1
PLY00002638,2025-09-18,Platinum,21-29,Northeast,1,1
PLY00002639,2025-01-25,Silver,30-39,Southeast,1,1
PLY00002640,2025-04-22,Standard,50-59,West,1,1
PLY00002641,2025-09-09,Standard,40-49,Southeast,1,1
PLY00002642,2022-12-15,Platinum,40-49,Midwest,0,1
PLY00002643,2022-03-27,Standard,40-49,Northeast,1,1
PLY00002644,2026-05-05,Standard,50-59,Northeast,0,1
PLY00002645,2021-10-17,Standard,40-49,West,1,1
PLY00002646,2023-05-30,Standard,40-49,Southwest,1,1
PLY00002647,2024-01-07,Standard,40-49,Southwest,1,0
PLY00002648,2021-10-23,Standard,60+,Southeast,1,1
PLY00002649,2023-11-14,Standard,50-59,Midwest,0,1
PLY00002650,2023-06-12,Platinum,50-59,Southwest,1,1
PLY00002651,2026-02-08,Silver,50-59,Northeast,0,1
PLY00002652,2023-12-27,Standard,30-39,Southwest,1,1
PLY00002653,2022-12-18,Gold,30-39,Southeast,1,1
PLY00002654,2025-06-03,Standard,50-59,Southwest,1,1
PLY00002655,2026-05-06,Standard,50-59,Southeast,1,0
PLY00002656,2025-09-29,Standard,30-39,Southeast,1,1
PLY00002657,2026-03-17,Standard,30-39,Southwest,0,1
PLY00002658,2025-11-17,Platinum,21-29,Midwest,1,1
PLY00002659,2022-06-30,Standard,60+,Southwest,0,1
PLY00002660,2026-05-28,Standard,40-49,Southeast,1,1
PLY00002661,2022-07-03,Silver,60+,Northeast,1,1
PLY00002662,2023-10-24,Standard,40-49,Southeast,1,0
PLY00002663,2026-02-25,Standard,50-59,Midwest,1,1
PLY00002664,2024-08-26,Standard,30-39,Midwest,1,1
PLY00002665,2026-02-22,Standard,40-49,West,1,1
PLY00002666,2021-11-20,Silver,30-39,Midwest,0,1
PLY00002667,2025-04-15,Gold,60+,West,1,1
PLY00002668,2026-03-07,Standard,50-59,Northeast,1,1
PLY00002669,2023-05-23,Standard,30-39,West,1,1
PLY00002670,2025-02-23,Standard,40-49,Northeast,1,1
PLY00002671,2022-05-28,Silver,40-49,Southeast,1,1
PLY00002672,2023-08-22,Standard,30-39,Northeast,1,1
PLY00002673,2024-01-24,Standard,30-39,Midwest,0,1
PLY00002674,2021-10-22,Standard,60+,Southeast,0,1
PLY00002675,2025-05-11,Platinum,60+,West,1,1
PLY00002676,2023-10-08,Silver,30-39,West,0,1
PLY00002677,2024-06-30,Silver,50-59,Northeast,1,1
PLY00002678,2022-04-10,Standard,21-29,Southwest,1,1
PLY00002679,2025-04-08,Gold,30-39,Southwest,1,1
PLY00002680,2022-07-13,Silver,40-49,Northeast,0,1
PLY00002681,2023-07-20,Standard,60+,Southwest,1,1
PLY00002682,2023-04-27,Standard,21-29,Northeast,1,1
PLY00002683,2024-07-07,Standard,30-39,Midwest,0,1
PLY00002684,2025-03-05,Standard,50-59,Midwest,1,1
PLY00002685,2022-12-11,Gold,21-29,Midwest,1,1
PLY00002686,2022-09-19,Standard,60+,Northeast,0,1
PLY00002687,2023-04-16,Standard,21-29,Southeast,1,1
PLY00002688,2023-04-17,Gold,30-39,Northeast,0,0
PLY00002689,2022-01-14,Standard,50-59,Midwest,0,1
PLY00002690,2026-05-20,Standard,60+,Southwest,1,1
PLY00002691,2024-07-07,Standard,21-29,Southeast,1,1
PLY00002692,2026-01-22,Gold,40-49,Southeast,1,1
PLY00002693,2023-12-04,Silver,21-29,Southeast,1,1
PLY00002694,2026-02-11,Silver,30-39,Southeast,1,1
PLY00002695,2022-12-19,Silver,50-59,Northeast,1,1
PLY00002696,2024-04-14,Standard,50-59,West,1,1
PLY00002697,2024-01-09,Standard,30-39,West,1,1
PLY00002698,2023-12-29,Standard,40-49,West,0,1
PLY00002699,2026-05-28,Standard,60+,Northeast,0,1
PLY00002700,2023-10-22,Standard,60+,Midwest,1,1
PLY00002701,2025-11-28,Standard,60+,Midwest,1,1
PLY00002702,2022-05-05,Standard,21-29,Midwest,1,1
PLY00002703,2022-09-08,Platinum,60+,Southwest,1,1
PLY00002704,2025-01-12,Standard,21-29,Southeast,1,1
PLY00002705,2022-01-14,Silver,30-39,West,0,1
PLY00002706,2023-11-22,Standard,30-39,West,0,1
PLY00002707,2022-08-12,Standard,21-29,Midwest,1,1
PLY00002708,2022-08-30,Gold,30-39,Southwest,0,1
PLY00002709,2023-08-28,Standard,50-59,West,0,1
PLY00002710,2022-10-11,Standard,60+,Midwest,0,1
PLY00002711,2024-04-09,Gold,21-29,West,1,1
PLY00002712,2023-08-22,Standard,21-29,Northeast,0,1
PLY00002713,2024-11-15,Standard,50-59,West,0,1
PLY00002714,2025-09-11,Standard,30-39,Southwest,0,1
PLY00002715,2022-09-28,Standard,21-29,Midwest,0,1
PLY00002716,2026-06-11,Standard,40-49,Southwest,0,1
PLY00002717,2023-10-26,Gold,30-39,Northeast,0,1
PLY00002718,2025-01-20,Silver,21-29,Southwest,1,1
PLY00002719,2024-09-21,Silver,50-59,West,1,1
PLY00002720,2025-05-18,Standard,60+,Southwest,1,1
PLY00002721,2022-03-05,Standard,50-59,Southwest,1,1
PLY00002722,2022-04-29,Gold,50-59,Southeast,0,1
PLY00002723,2024-12-16,Standard,21-29,Midwest,1,1
PLY00002724,2025-12-01,Standard,40-49,Northeast,1,0
PLY00002725,2023-11-25,Standard,50-59,Northeast,0,1
PLY00002726,2024-09-02,Silver,50-59,West,0,1
PLY00002727,2025-05-26,Standard,21-29,Midwest,1,1
PLY00002728,2025-09-07,Standard,50-59,West,1,1
PLY00002729,2024-04-25,Standard,60+,West,1,1
PLY00002730,2021-07-21,Standard,30-39,West,1,1
PLY00002731,2022-04-29,Standard,40-49,Southeast,0,1
PLY00002732,2025-06-07,Standard,60+,Southwest,1,1
PLY00002733,2024-07-30,Silver,30-39,Midwest,0,1
PLY00002734,2022-01-26,Standard,60+,Southeast,0,1
PLY00002735,2026-01-29,Gold,30-39,West,1,1
PLY00002736,2024-11-30,Silver,60+,Southeast,0,1
PLY00002737,2023-05-21,Gold,50-59,Northeast,0,1
PLY00002738,2025-03-09,Platinum,60+,Northeast,1,1
PLY00002739,2023-05-03,Standard,60+,Southeast,0,1
PLY00002740,2025-09-28,Silver,50-59,Northeast,1,1
PLY00002741,2023-10-26,Standard,50-59,West,1,1
PLY00002742,2024-04-12,Silver,50-59,Northeast,1,1
PLY00002743,2023-12-12,Standard,30-39,Northeast,0,0
PLY00002744,2024-05-28,Silver,50-59,Southeast,0,1
PLY00002745,2026-03-10,Standard,50-59,Midwest,0,1
PLY00002746,2026-06-13,Standard,30-39,Northeast,1,1
PLY00002747,2022-08-23,Standard,21-29,Northeast,1,0
PLY00002748,2026-05-07,Standard,40-49,Southwest,1,1
PLY00002749,2025-08-29,Standard,40-49,Southeast,1,1
PLY00002750,2024-06-15,Gold,60+,West,1,1
PLY00002751,2021-12-11,Standard,40-49,Midwest,1,1
PLY00002752,2021-12-03,Gold,50-59,West,0,1
PLY00002753,2022-05-19,Silver,40-49,Southwest,0,1
PLY00002754,2025-06-10,Platinum,21-29,Southwest,1,1
PLY00002755,2021-09-02,Standard,21-29,Southwest,1,1
PLY00002756,2022-08-03,Silver,50-59,Northeast,1,1
PLY00002757,2022-11-16,Silver,50-59,Southeast,1,1
PLY00002758,2025-04-15,Silver,60+,Northeast,0,1
PLY00002759,2025-06-01,Standard,50-59,Midwest,1,1
PLY00002760,2021-07-16,Gold,21-29,Midwest,1,1
PLY00002761,2025-03-04,Standard,50-59,Midwest,0,1
PLY00002762,2023-04-03,Silver,50-59,Northeast,1,0
PLY00002763,2022-08-27,Standard,50-59,Southwest,1,1
PLY00002764,2024-02-06,Silver,30-39,Southwest,1,1
PLY00002765,2022-11-19,Standard,60+,Southwest,1,1
PLY00002766,2023-11-12,Silver,21-29,Northeast,1,1
PLY00002767,2022-04-29,Platinum,60+,West,1,1
PLY00002768,2024-08-06,Silver,50-59,Northeast,1,1
PLY00002769,2023-08-30,Standard,60+,Northeast,1,1
PLY00002770,2022-03-27,Standard,50-59,Northeast,1,1
PLY00002771,2024-09-11,Gold,40-49,Southwest,1,1
PLY00002772,2022-12-10,Gold,30-39,Northeast,1,1
PLY00002773,2021-12-21,Standard,30-39,Southwest,1,1
PLY00002774,2024-11-26,Silver,50-59,Northeast,0,1
PLY00002775,2024-02-18,Silver,21-29,West,1,1
PLY00002776,2023-07-11,Standard,50-59,Northeast,1,1
PLY00002777,2025-03-08,Standard,60+,Midwest,1,1
PLY00002778,2022-04-23,Gold,30-39,Midwest,0,1
