player_id,loyalty_tier,days_since_last_session,total_historical_sessions,player_net_revenue,churn_probability,risk_level,recommended_action,expected_revenue_at_risk,retention_priority_score,priority_rank
PLY00002009,Standard,267,1,0.9,0.9977069773650612,Critical,Immediate retention outreach,0.9,1.56,2118
PLY00003523,Gold,67,2,20.44,0.0646626509264367,Low,No immediate action,1.32,1.56,2118
PLY00001757,Standard,45,3,30.71,0.0451428234744966,Low,No immediate action,1.39,1.56,2118
PLY00000922,Standard,286,2,0.87,0.9974603060796268,Critical,Immediate retention outreach,0.87,1.55,2119
PLY00001858,Standard,224,2,0.96,0.9951556954089876,Critical,Immediate retention outreach,0.96,1.55,2119
PLY00002975,Silver,178,1,1.16,0.8959784770285042,Critical,Immediate retention outreach,1.04,1.55,2119
PLY00003332,Standard,144,1,3.51,0.3173043104475856,Medium,Monitor engagement,1.11,1.55,2119
PLY00002373,Silver,22,3,65.1,0.0224461357516739,Low,No immediate action,1.46,1.55,2119
PLY00001393,Standard,254,1,0.92,0.9892174637708782,Critical,Immediate retention outreach,0.91,1.54,2120
PLY00004641,Gold,13,4,73.77,0.0201912111091183,Low,No immediate action,1.49,1.54,2120
PLY00002054,Standard,230,1,0.94,0.9886075908335348,Critical,Immediate retention outreach,0.93,1.52,2121
PLY00003300,Standard,289,1,0.84,0.9992135366129484,Critical,Immediate retention outreach,0.84,1.51,2122
PLY00002362,Standard,39,3,5.48,0.2478148936499045,Low,No immediate action,1.36,1.51,2122
PLY00004668,Silver,303,1,0.82,0.9995321076564616,Critical,Immediate retention outreach,0.82,1.5,2123
PLY00002653,Gold,86,2,10.55,0.1148011361593948,Low,No immediate action,1.21,1.5,2123
PLY00003800,Platinum,29,5,143.41,0.0097215249099682,Low,No immediate action,1.39,1.5,2123
PLY00000036,Standard,300,1,0.82,0.999470188001127,Critical,Immediate retention outreach,0.82,1.49,2124
PLY00001317,Silver,284,1,0.84,0.9990030110608716,Critical,Immediate retention outreach,0.84,1.49,2124
PLY00003827,Standard,296,1,0.82,0.9991042698163816,Critical,Immediate retention outreach,0.82,1.48,2125
PLY00002132,Standard,263,1,0.86,0.9945136170783658,Critical,Immediate retention outreach,0.86,1.48,2125
PLY00004425,Standard,67,2,9.58,0.1298790070450403,Low,No immediate action,1.24,1.47,2126
PLY00000927,Silver,99,3,37.6,0.0307673059280334,Low,No immediate action,1.16,1.47,2126
PLY00003778,Gold,35,5,108.93,0.0123321338570771,Low,No immediate action,1.34,1.47,2126
PLY00000331,Standard,112,2,8.62,0.1298621130071911,Low,No immediate action,1.12,1.46,2127
PLY00002323,Standard,280,1,0.82,0.9971788667788112,Critical,Immediate retention outreach,0.82,1.45,2128
PLY00000846,Standard,228,1,0.91,0.9767105957700252,Critical,Immediate retention outreach,0.89,1.45,2128
PLY00004720,Standard,42,6,33.9,0.0384406749732215,Low,No immediate action,1.3,1.45,2128
PLY00004337,Silver,284,1,0.81,0.9983606840979852,Critical,Immediate retention outreach,0.81,1.44,2129
PLY00001971,Standard,171,1,1.25,0.7838294548419135,High,Targeted loyalty offer,0.98,1.44,2129
PLY00001449,Gold,72,2,6.59,0.1822993456679008,Low,No immediate action,1.2,1.44,2129
PLY00001956,Standard,201,1,0.99,0.932531573404428,Critical,Immediate retention outreach,0.92,1.43,2130
PLY00002214,Silver,88,3,4.43,0.2585181680982983,Low,No immediate action,1.15,1.43,2130
PLY00004002,Standard,191,1,1.05,0.8902098397543345,Critical,Immediate retention outreach,0.93,1.42,2131
PLY00001428,Standard,49,3,16.73,0.0745780706717735,Low,No immediate action,1.25,1.42,2131
PLY00004095,Standard,286,1,0.79,0.9992069796826096,Critical,Immediate retention outreach,0.79,1.41,2132
PLY00000911,Gold,164,1,1.26,0.7718111482383142,High,Targeted loyalty offer,0.97,1.41,2132
PLY00004416,Silver,25,4,51.53,0.0253836929097146,Low,No immediate action,1.31,1.4,2133
PLY00004466,Silver,176,2,0.95,0.9857433222427192,Critical,Immediate retention outreach,0.94,1.39,2134
PLY00003675,Silver,134,1,4.18,0.2444682232093065,Low,No immediate action,1.02,1.39,2134
PLY00004150,Standard,45,3,18.35,0.0671862647271568,Low,No immediate action,1.23,1.38,2135
PLY00001011,Gold,56,4,155.6,0.0076995700570449,Low,No immediate action,1.2,1.38,2135
PLY00002863,Standard,232,1,0.84,0.989645223511193,Critical,Immediate retention outreach,0.83,1.36,2136
PLY00000418,Silver,71,2,5.09,0.2230691672996795,Low,No immediate action,1.14,1.36,2136
PLY00004309,Silver,32,5,60.57,0.0206475691511239,Low,No immediate action,1.25,1.36,2136
PLY00003348,Silver,78,3,23.91,0.0464215073152701,Low,No immediate action,1.11,1.35,2137
PLY00000404,Standard,231,2,0.82,0.9947690361268576,Critical,Immediate retention outreach,0.82,1.34,2138
PLY00004021,Standard,276,1,0.76,0.9972672810124114,Critical,Immediate retention outreach,0.76,1.33,2139
PLY00002716,Standard,140,1,5.27,0.1824403902010362,Low,No immediate action,0.96,1.33,2139
PLY00000898,Standard,129,1,11.16,0.0876270337305442,Low,No immediate action,0.98,1.33,2139
PLY00003109,Silver,223,1,0.83,0.983365761098792,Critical,Immediate retention outreach,0.82,1.32,2140
PLY00002493,Gold,38,2,27.35,0.0438003655394463,Low,No immediate action,1.2,1.32,2140
PLY00004102,Silver,233,1,0.81,0.9891374511544558,Critical,Immediate retention outreach,0.8,1.31,2141
PLY00004993,Standard,266,1,0.75,0.996245567589522,Critical,Immediate retention outreach,0.75,1.3,2142
PLY00002460,Standard,114,1,18.57,0.0534225367228564,Low,No immediate action,0.99,1.3,2142
PLY00001603,Gold,290,1,0.72,0.9995535685899736,Critical,Immediate retention outreach,0.72,1.29,2143
PLY00002113,Standard,264,2,0.75,0.9979088342360128,Critical,Immediate retention outreach,0.75,1.29,2143
PLY00000957,Standard,67,3,2.41,0.4538200949160324,Medium,Monitor engagement,1.09,1.29,2143
PLY00003217,Platinum,23,2,25.91,0.0467851015680156,Low,No immediate action,1.21,1.29,2143
PLY00003570,Platinum,59,4,48.64,0.0228743862220854,Low,No immediate action,1.11,1.29,2143
PLY00001041,Gold,70,4,95.8,0.011300323006045,Low,No immediate action,1.08,1.29,2143
PLY00001936,Standard,260,1,0.75,0.9941315068759804,Critical,Immediate retention outreach,0.75,1.28,2144
PLY00001623,Silver,50,3,37.77,0.0299388580120404,Low,No immediate action,1.13,1.28,2144
PLY00000449,Silver,61,5,77.65,0.0141118671197577,Low,No immediate action,1.1,1.28,2144
PLY00001310,Standard,208,2,0.82,0.988261421255137,Critical,Immediate retention outreach,0.81,1.27,2145
PLY00004123,Standard,144,1,2.88,0.3147638526675568,Medium,Monitor engagement,0.91,1.27,2145
PLY00003124,Silver,89,2,12.54,0.081436805142606,Low,No immediate action,1.02,1.27,2145
PLY00000985,Standard,81,2,16.42,0.0631763896719773,Low,No immediate action,1.04,1.27,2145
PLY00002895,Silver,299,1,0.69,0.9965477187280408,Critical,Immediate retention outreach,0.69,1.26,2146
PLY00003576,Standard,238,1,0.77,0.9882141214316568,Critical,Immediate retention outreach,0.76,1.26,2146
PLY00001270,Gold,212,1,0.84,0.950440031729644,Critical,Immediate retention outreach,0.8,1.26,2146
PLY00003086,Standard,123,3,4.52,0.2072776859639646,Low,No immediate action,0.94,1.26,2146
PLY00002310,Standard,237,2,0.78,0.9737631058398946,Critical,Immediate retention outreach,0.76,1.25,2147
PLY00004675,Silver,111,1,21.06,0.0456096446115943,Low,No immediate action,0.96,1.25,2147
PLY00003186,Silver,18,5,32.61,0.0362762579393338,Low,No immediate action,1.18,1.24,2148
PLY00000994,Standard,294,1,0.68,0.9992902190159664,Critical,Immediate retention outreach,0.68,1.23,2149
PLY00002916,Platinum,174,1,0.95,0.8700977795336481,Critical,Immediate retention outreach,0.83,1.23,2149
PLY00004268,Standard,158,1,1.19,0.7203542475854797,High,Targeted loyalty offer,0.86,1.23,2149
PLY00003980,Gold,21,3,134.3,0.0086620890726397,Low,No immediate action,1.16,1.23,2149
PLY00003139,Standard,214,2,0.77,0.9964236858294496,Critical,Immediate retention outreach,0.77,1.22,2150
PLY00001726,Standard,254,1,0.73,0.9921114242828474,Critical,Immediate retention outreach,0.72,1.22,2150
PLY00002758,Silver,157,1,1.31,0.6493050456944569,High,Targeted loyalty offer,0.85,1.22,2150
PLY00000089,Silver,99,2,66.65,0.0144030586164878,Low,No immediate action,0.96,1.22,2150
PLY00001474,Standard,22,6,81.84,0.0140029046928893,Low,No immediate action,1.15,1.22,2150
PLY00003947,Standard,232,1,0.75,0.9893570389472162,Critical,Immediate retention outreach,0.74,1.21,2151
PLY00003868,Standard,297,1,0.66,0.999201114368316,Critical,Immediate retention outreach,0.66,1.2,2152
PLY00001708,Standard,218,1,0.78,0.9643956371124708,Critical,Immediate retention outreach,0.75,1.2,2152
PLY00003291,Standard,78,3,16.01,0.0613668072362988,Low,No immediate action,0.98,1.19,2153
PLY00000132,Silver,202,1,0.8,0.9509115812728276,Critical,Immediate retention outreach,0.76,1.18,2154
PLY00002756,Silver,78,2,41.43,0.023286778890551,Low,No immediate action,0.96,1.17,2155
PLY00001125,Silver,96,3,6.63,0.1395048026953879,Low,No immediate action,0.92,1.16,2156
PLY00004552,Standard,271,1,0.66,0.9973879822756344,Critical,Immediate retention outreach,0.66,1.15,2157
PLY00002770,Standard,136,1,1.89,0.4411889695478639,Medium,Monitor engagement,0.83,1.14,2158
PLY00004342,Gold,77,3,100.91,0.0092946920016113,Low,No immediate action,0.94,1.14,2158
PLY00004436,Standard,287,1,0.63,0.9983090314090912,Critical,Immediate retention outreach,0.63,1.13,2159
PLY00003438,Standard,250,2,0.67,0.9970435081202624,Critical,Immediate retention outreach,0.67,1.13,2159
PLY00002574,Standard,176,1,0.91,0.8381054082766815,Critical,Immediate retention outreach,0.76,1.13,2159
PLY00003010,Standard,294,1,0.62,0.9994355941219324,Critical,Immediate retention outreach,0.62,1.12,2160
PLY00000448,Standard,154,1,1.93,0.4046816797863766,Medium,Monitor engagement,0.78,1.11,2161
PLY00000221,Silver,36,4,51.06,0.0197511335512753,Low,No immediate action,1.01,1.11,2161
PLY00004099,Standard,293,1,0.61,0.9992343410172286,Critical,Immediate retention outreach,0.61,1.1,2162
PLY00003146,Standard,223,1,0.69,0.9841975671975052,Critical,Immediate retention outreach,0.68,1.1,2162
PLY00004423,Standard,155,1,1.52,0.5035126286921042,Medium,Monitor engagement,0.77,1.1,2162
PLY00001263,Standard,37,2,10.9,0.0914359077723561,Low,No immediate action,1.0,1.1,2162
PLY00001828,Standard,16,3,50.46,0.020725987685154,Low,No immediate action,1.05,1.1,2162
PLY00004093,Silver,15,4,84.75,0.012470921844715,Low,No immediate action,1.06,1.1,2162
PLY00003358,Standard,154,1,2.17,0.3528319324060422,Medium,Monitor engagement,0.77,1.09,2163
PLY00003304,Standard,110,1,6.02,0.1371617935071665,Low,No immediate action,0.83,1.08,2164
PLY00002548,Standard,56,3,38.75,0.0243296712525678,Low,No immediate action,0.94,1.08,2164
PLY00002445,Gold,34,3,60.27,0.016410851319773,Low,No immediate action,0.99,1.08,2164
PLY00002155,Gold,73,4,36.85,0.0242145943821055,Low,No immediate action,0.89,1.07,2165
PLY00000848,Standard,304,1,0.58,0.9995960619290988,Critical,Immediate retention outreach,0.58,1.06,2166
PLY00001731,Standard,75,3,22.94,0.0383740052354685,Low,No immediate action,0.88,1.06,2166
PLY00004976,Gold,57,2,36.02,0.0255195045543342,Low,No immediate action,0.92,1.06,2166
PLY00000847,Silver,32,3,57.82,0.0168173852140776,Low,No immediate action,0.97,1.06,2166
PLY00001818,Standard,134,1,2.08,0.36980545952165,Medium,Monitor engagement,0.77,1.05,2167
PLY00002855,Silver,120,1,5.89,0.1335169719599674,Low,No immediate action,0.79,1.05,2167
PLY00000546,Silver,84,3,27.44,0.0309523797563607,Low,No immediate action,0.85,1.05,2167
PLY00003711,Silver,43,3,33.43,0.0280104170619735,Low,No immediate action,0.94,1.05,2167
PLY00002154,Platinum,44,5,136.03,0.0068971478273023,Low,No immediate action,0.94,1.05,2167
PLY00000742,Silver,278,1,0.59,0.9990657368468734,Critical,Immediate retention outreach,0.59,1.04,2168
PLY00002412,Standard,238,2,0.63,0.996843606739662,Critical,Immediate retention outreach,0.63,1.04,2168
PLY00001805,Standard,247,1,0.63,0.98606757240708,Critical,Immediate retention outreach,0.62,1.04,2168
PLY00003458,Platinum,53,4,44.08,0.0207200548380058,Low,No immediate action,0.91,1.04,2168
PLY00004657,Standard,261,1,0.6,0.994855615237352,Critical,Immediate retention outreach,0.6,1.03,2169
PLY00001274,Silver,100,2,22.58,0.0358959764238692,Low,No immediate action,0.81,1.03,2169
PLY00002981,Gold,45,5,96.88,0.009507727912624,Low,No immediate action,0.92,1.03,2169
PLY00004937,Platinum,97,1,84.93,0.00949373726112,Low,No immediate action,0.81,1.03,2169
PLY00002193,Standard,132,1,2.08,0.3590369801956196,Medium,Monitor engagement,0.75,1.02,2170
PLY00002777,Standard,54,2,3.97,0.224698758220292,Low,No immediate action,0.89,1.02,2170
PLY00001894,Standard,127,1,5.32,0.1419694991764405,Low,No immediate action,0.76,1.02,2170
PLY00003473,Standard,227,1,0.63,0.9782874021449856,Critical,Immediate retention outreach,0.62,1.01,2171
PLY00003737,Standard,73,3,3.93,0.2133415525365985,Low,No immediate action,0.84,1.01,2171
PLY00004521,Standard,52,2,20.04,0.0439227941061692,Low,No immediate action,0.88,1.01,2171
PLY00003895,Standard,22,3,31.08,0.030117507367464,Low,No immediate action,0.94,1.0,2172
PLY00004944,Silver,82,3,77.58,0.0106162137131127,Low,No immediate action,0.82,1.0,2172
PLY00004003,Platinum,52,3,16.41,0.0529144959756628,Low,No immediate action,0.87,0.99,2173
PLY00003000,Standard,57,4,25.56,0.0331439405361138,Low,No immediate action,0.85,0.98,2174
PLY00000879,Silver,43,3,35.57,0.0247273540604913,Low,No immediate action,0.88,0.98,2174
PLY00000281,Standard,276,1,0.55,0.9977642776826496,Critical,Immediate retention outreach,0.55,0.97,2175
PLY00000385,Standard,25,3,10.4,0.0876315431515696,Low,No immediate action,0.91,0.97,2175
PLY00001734,Standard,87,4,25.13,0.0310650724622789,Low,No immediate action,0.78,0.97,2175
PLY00004121,Silver,275,1,0.55,0.9988082380950752,Critical,Immediate retention outreach,0.55,0.96,2176
PLY00003039,Standard,43,2,26.39,0.0323986850731166,Low,No immediate action,0.86,0.96,2176
PLY00004583,Standard,245,1,0.58,0.9878674352996868,Critical,Immediate retention outreach,0.57,0.95,2177
PLY00003740,Standard,139,1,4.2,0.1639314871835921,Low,No immediate action,0.69,0.95,2177
PLY00002308,Standard,116,1,13.61,0.0531019139176895,Low,No immediate action,0.72,0.95,2177
PLY00001982,Standard,109,1,17.65,0.0413053357121859,Low,No immediate action,0.73,0.95,2177
PLY00002261,Silver,29,5,55.95,0.0157874316706963,Low,No immediate action,0.88,0.95,2177
PLY00003278,Standard,272,1,0.54,0.9970661559034518,Critical,Immediate retention outreach,0.54,0.94,2178
PLY00003985,Standard,289,2,0.52,0.9994862036244548,Critical,Immediate retention outreach,0.52,0.93,2179
PLY00003818,Gold,275,1,0.53,0.9972480869366764,Critical,Immediate retention outreach,0.53,0.93,2179
PLY00001319,Standard,158,1,1.69,0.3854421349353338,Medium,Monitor engagement,0.65,0.93,2179
PLY00004366,Silver,136,1,2.47,0.2744064030604691,Low,No immediate action,0.68,0.93,2179
PLY00000092,Gold,85,4,107.38,0.0069101053955418,Low,No immediate action,0.74,0.91,2180
PLY00002911,Standard,235,1,0.56,0.9879449888126058,Critical,Immediate retention outreach,0.55,0.9,2181
PLY00002355,Silver,146,1,1.49,0.4318445527295277,Medium,Monitor engagement,0.64,0.9,2181
PLY00001945,Standard,31,3,11.09,0.0747349248286911,Low,No immediate action,0.83,0.9,2181
PLY00004307,Standard,238,1,0.54,0.990759460397562,Critical,Immediate retention outreach,0.54,0.89,2182
PLY00003725,Standard,155,1,0.95,0.6520048547288909,High,Targeted loyalty offer,0.62,0.88,2183
PLY00002077,Standard,46,4,75.44,0.0102571572409372,Low,No immediate action,0.77,0.87,2184
PLY00001342,Standard,262,1,0.5,0.9939457191001484,Critical,Immediate retention outreach,0.5,0.86,2185
PLY00001278,Standard,124,1,2.96,0.2170012962473562,Low,No immediate action,0.64,0.86,2185
PLY00003609,Silver,125,1,1.94,0.3246602705758656,Medium,Monitor engagement,0.63,0.85,2186
PLY00000076,Standard,125,1,5.12,0.1238514839587083,Low,No immediate action,0.63,0.85,2186
PLY00000733,Standard,30,4,36.02,0.0218340783488223,Low,No immediate action,0.79,0.85,2186
PLY00002522,Gold,54,2,79.41,0.0093211593224511,Low,No immediate action,0.74,0.85,2186
PLY00000806,Standard,299,1,0.46,0.9995605795665652,Critical,Immediate retention outreach,0.46,0.84,2187
PLY00004661,Standard,299,1,0.46,0.9994669696542476,Critical,Immediate retention outreach,0.46,0.84,2187
PLY00002560,Standard,132,1,2.19,0.2827967372181768,Low,No immediate action,0.62,0.84,2187
PLY00002278,Standard,46,2,5.51,0.1369489746156873,Low,No immediate action,0.75,0.84,2187
PLY00001222,Silver,114,1,8.54,0.0753013276554887,Low,No immediate action,0.64,0.84,2187
PLY00002694,Silver,220,1,0.55,0.9543633076091456,Critical,Immediate retention outreach,0.52,0.83,2188
PLY00001136,Standard,183,1,0.62,0.8919712426385109,Critical,Immediate retention outreach,0.55,0.83,2188
PLY00002015,Standard,174,1,1.23,0.4557074521610773,Medium,Monitor engagement,0.56,0.83,2188
PLY00000361,Silver,45,3,36.65,0.0203094399774935,Low,No immediate action,0.74,0.83,2188
PLY00004140,Standard,54,3,34.61,0.0203924243073286,Low,No immediate action,0.71,0.82,2189
PLY00004313,Silver,18,5,95.53,0.0081279556821151,Low,No immediate action,0.78,0.82,2189
PLY00004687,Silver,30,5,83.62,0.0089952545616003,Low,No immediate action,0.75,0.81,2190
PLY00000313,Standard,42,3,16.41,0.0440539905188125,Low,No immediate action,0.72,0.8,2191
PLY00003303,Standard,80,2,24.67,0.0267232600604338,Low,No immediate action,0.66,0.8,2191
PLY00002604,Standard,45,6,26.47,0.0267191419379383,Low,No immediate action,0.71,0.8,2191
PLY00001520,Silver,37,6,51.1,0.0141962254211645,Low,No immediate action,0.73,0.8,2191
PLY00003065,Gold,18,6,79.57,0.0095843026755314,Low,No immediate action,0.76,0.8,2191
PLY00001606,Standard,37,4,90.95,0.0080801104039888,Low,No immediate action,0.73,0.8,2191
PLY00004079,Gold,38,3,25.38,0.0283734498755213,Low,No immediate action,0.72,0.79,2192
PLY00004638,Standard,48,5,39.4,0.0177630318941594,Low,No immediate action,0.7,0.79,2192
PLY00001200,Standard,61,4,106.29,0.0064038959535551,Low,No immediate action,0.68,0.79,2192
PLY00000343,Standard,293,1,0.43,0.9992180105829176,Critical,Immediate retention outreach,0.43,0.78,2193
PLY00003878,Standard,216,1,0.52,0.9404043417296126,Critical,Immediate retention outreach,0.49,0.78,2193
PLY00002816,Platinum,27,3,27.43,0.0266415626187773,Low,No immediate action,0.73,0.78,2193
PLY00000520,Gold,22,5,59.83,0.0123418733236632,Low,No immediate action,0.74,0.78,2193
PLY00004205,Gold,64,5,103.91,0.006351852578013,Low,No immediate action,0.66,0.78,2193
PLY00001804,Standard,86,2,12.17,0.0506105510339322,Low,No immediate action,0.62,0.77,2194
PLY00003873,Standard,93,2,27.23,0.0223089726005312,Low,No immediate action,0.61,0.77,2194
PLY00004862,Silver,16,5,39.09,0.0188956094201521,Low,No immediate action,0.74,0.77,2194
PLY00002706,Standard,36,4,49.9,0.0141257539372069,Low,No immediate action,0.7,0.77,2194
PLY00002533,Standard,293,1,0.42,0.9987540449450344,Critical,Immediate retention outreach,0.42,0.76,2195
PLY00000142,Silver,296,1,0.42,0.99833830467961,Critical,Immediate retention outreach,0.42,0.76,2195
PLY00004220,Standard,222,1,0.48,0.9741513617808774,Critical,Immediate retention outreach,0.47,0.76,2195
PLY00001334,Platinum,244,1,0.45,0.9968719852927178,Critical,Immediate retention outreach,0.45,0.75,2196
PLY00000655,Standard,194,1,0.53,0.9225128854605472,Critical,Immediate retention outreach,0.49,0.75,2196
PLY00000464,Standard,16,6,154.92,0.0046254779652855,Low,No immediate action,0.72,0.75,2196
PLY00004315,Standard,143,1,1.08,0.492484138743849,Medium,Monitor engagement,0.53,0.74,2197
PLY00003251,Silver,44,3,13.59,0.0484264689941412,Low,No immediate action,0.66,0.74,2197
PLY00004667,Standard,31,4,19.41,0.0348423620987541,Low,No immediate action,0.68,0.74,2197
PLY00000149,Silver,66,3,30.86,0.0204545909171436,Low,No immediate action,0.63,0.74,2197
PLY00004932,Gold,50,4,43.91,0.0148919389532182,Low,No immediate action,0.65,0.74,2197
PLY00001527,Standard,62,5,76.83,0.0081739585503187,Low,No immediate action,0.63,0.74,2197
PLY00002600,Silver,29,2,54.32,0.0126065009920773,Low,No immediate action,0.68,0.73,2198
PLY00001762,Standard,130,1,2.71,0.1949868903526871,Low,No immediate action,0.53,0.72,2199
PLY00001044,Standard,60,2,8.62,0.0715101944729938,Low,No immediate action,0.62,0.72,2199
PLY00000658,Silver,39,5,59.44,0.0109858069133259,Low,No immediate action,0.65,0.72,2199
PLY00000432,Standard,53,4,244.14,0.0025805305527707,Low,No immediate action,0.63,0.72,2199
PLY00000699,Standard,184,1,0.58,0.8123785391455278,Critical,Immediate retention outreach,0.47,0.71,2200
PLY00003549,Silver,167,1,1.58,0.3129539122909195,Medium,Monitor engagement,0.49,0.71,2200
PLY00002324,Standard,105,3,3.82,0.1432691383886128,Low,No immediate action,0.55,0.71,2200
PLY00001372,Silver,44,3,22.79,0.0275526422560252,Low,No immediate action,0.63,0.71,2200
PLY00003286,Standard,57,2,37.92,0.0161704780808224,Low,No immediate action,0.61,0.71,2200
PLY00003176,Standard,82,2,42.34,0.0136059651265594,Low,No immediate action,0.58,0.71,2200
PLY00001544,Silver,9,5,54.26,0.0127115935867952,Low,No immediate action,0.69,0.71,2200
PLY00000079,Silver,89,4,51.63,0.0111182269371908,Low,No immediate action,0.57,0.71,2200
PLY00002024,Gold,55,3,97.91,0.0063178194311216,Low,No immediate action,0.62,0.71,2200
PLY00003331,Standard,61,2,6.1,0.0984501861096683,Low,No immediate action,0.6,0.7,2201
PLY00000172,Standard,99,3,22.39,0.0244108207618111,Low,No immediate action,0.55,0.7,2201
PLY00000925,Silver,38,3,32.88,0.0191797546000394,Low,No immediate action,0.63,0.7,2201
PLY00004805,Gold,2,6,197.41,0.0035298401224719,Low,No immediate action,0.7,0.7,2201
PLY00000707,Silver,170,1,0.59,0.8028859922418743,Critical,Immediate retention outreach,0.47,0.69,2202
PLY00001812,Standard,60,2,23.45,0.0253150237403567,Low,No immediate action,0.59,0.69,2202
PLY00000050,Standard,130,1,32.32,0.0158681549438239,Low,No immediate action,0.51,0.69,2202
PLY00003877,Gold,13,4,65.52,0.0102172006854539,Low,No immediate action,0.67,0.69,2202
PLY00000601,Silver,54,3,76.89,0.0077902983928217,Low,No immediate action,0.6,0.69,2202
PLY00000061,Standard,285,1,0.38,0.9979832056629088,Critical,Immediate retention outreach,0.38,0.68,2203
PLY00003450,Standard,104,2,5.45,0.0970174170484954,Low,No immediate action,0.53,0.68,2203
PLY00001408,Standard,51,4,14.97,0.0402582957299615,Low,No immediate action,0.6,0.68,2203
PLY00004239,Platinum,21,4,330.69,0.0019273353024254,Low,No immediate action,0.64,0.68,2203
PLY00004461,Standard,262,1,0.39,0.9965816085719946,Critical,Immediate retention outreach,0.39,0.67,2204
PLY00002774,Silver,116,1,4.0,0.1273547164237966,Low,No immediate action,0.51,0.67,2204
PLY00002977,Standard,107,1,10.1,0.0512051621545856,Low,No immediate action,0.52,0.67,2204
PLY00001000,Silver,87,3,33.16,0.0164278322114816,Low,No immediate action,0.54,0.67,2204
PLY00002857,Silver,236,1,0.41,0.9833099968417682,Critical,Immediate retention outreach,0.4,0.66,2205
PLY00004396,Silver,41,5,45.8,0.0129260438822678,Low,No immediate action,0.59,0.66,2205
PLY00002950,Silver,59,6,63.0,0.0090271405811292,Low,No immediate action,0.57,0.66,2205
PLY00002883,Silver,264,1,0.38,0.9965879574348246,Critical,Immediate retention outreach,0.38,0.65,2206
PLY00001546,Standard,260,1,0.38,0.9917625025361422,Critical,Immediate retention outreach,0.38,0.65,2206
PLY00003874,Silver,246,1,0.4,0.981294172308951,Critical,Immediate retention outreach,0.39,0.65,2206
PLY00002120,Standard,32,2,9.45,0.0632505782188139,Low,No immediate action,0.6,0.65,2206
PLY00004152,Standard,56,5,31.38,0.0177583584117072,Low,No immediate action,0.56,0.65,2206
PLY00000534,Gold,38,4,60.69,0.0097718840918913,Low,No immediate action,0.59,0.65,2206
PLY00004378,Silver,28,5,67.79,0.0087870182170891,Low,No immediate action,0.6,0.65,2206
PLY00002455,Standard,154,1,1.05,0.4275419971827269,Medium,Monitor engagement,0.45,0.64,2207
PLY00004857,Standard,132,1,1.94,0.2353597272114507,Low,No immediate action,0.46,0.63,2208
PLY00001755,Silver,75,3,7.44,0.0694970147836484,Low,No immediate action,0.52,0.63,2208
PLY00003224,Silver,71,2,136.29,0.0038684108181461,Low,No immediate action,0.53,0.63,2208
PLY00000669,Standard,45,2,1.33,0.4168189723644285,Medium,Monitor engagement,0.55,0.62,2209
PLY00000455,Standard,57,2,17.27,0.0310830482830619,Low,No immediate action,0.54,0.62,2209
PLY00004575,Standard,61,3,18.05,0.0295350909872584,Low,No immediate action,0.53,0.62,2209
PLY00004010,Silver,61,6,112.43,0.0047101704535399,Low,No immediate action,0.53,0.62,2209
PLY00000809,Standard,291,1,0.34,0.9988055576660942,Critical,Immediate retention outreach,0.34,0.61,2210
PLY00003273,Standard,267,1,0.35,0.995982197446008,Critical,Immediate retention outreach,0.35,0.61,2210
PLY00000965,Standard,251,1,0.36,0.9927110252204489,Critical,Immediate retention outreach,0.36,0.61,2210
PLY00000725,Gold,191,1,0.45,0.8921542012527177,Critical,Immediate retention outreach,0.4,0.61,2210
PLY00003031,Standard,181,1,0.52,0.792192223043226,High,Targeted loyalty offer,0.41,0.61,2210
PLY00003925,Standard,30,3,18.38,0.030552065056307,Low,No immediate action,0.56,0.61,2210
PLY00001983,Silver,35,5,49.3,0.011366525291986,Low,No immediate action,0.56,0.61,2210
PLY00002983,Silver,199,1,0.41,0.9405296569094558,Critical,Immediate retention outreach,0.39,0.6,2211
PLY00004148,Standard,111,1,3.85,0.1184660852467134,Low,No immediate action,0.46,0.6,2211
PLY00004305,Silver,100,1,5.58,0.0850661897951924,Low,No immediate action,0.47,0.6,2211
PLY00004438,Standard,92,2,16.12,0.0297942754183679,Low,No immediate action,0.48,0.6,2211
PLY00004810,Standard,34,9,82.41,0.0066476959236763,Low,No immediate action,0.55,0.6,2211
PLY00000319,Silver,84,4,108.9,0.0045274232839507,Low,No immediate action,0.49,0.6,2211
PLY00000721,Standard,292,1,0.33,0.9992610421927332,Critical,Immediate retention outreach,0.33,0.59,2212
PLY00003512,Standard,269,1,0.34,0.9967893103816928,Critical,Immediate retention outreach,0.34,0.59,2212
PLY00003806,Silver,124,1,2.16,0.2046868732830371,Low,No immediate action,0.44,0.59,2212
PLY00004631,Silver,121,1,18.81,0.0234665881712629,Low,No immediate action,0.44,0.59,2212
PLY00000731,Silver,72,4,52.38,0.0093390148218434,Low,No immediate action,0.49,0.59,2212
PLY00001539,Silver,66,5,93.46,0.0053030129772722,Low,No immediate action,0.5,0.59,2212
PLY00001049,Standard,112,1,5.01,0.0885663067078524,Low,No immediate action,0.44,0.58,2213
PLY00004556,Gold,11,3,48.28,0.0116165067057872,Low,No immediate action,0.56,0.58,2213
PLY00003738,Standard,133,1,1.87,0.2246095229009165,Low,No immediate action,0.42,0.57,2214
