activity_date,location_id,location_name,region,location_type,activity_year,activity_month,activity_quarter,day_of_week_number,day_of_week_name,is_weekend,transaction_count,session_count,unique_player_count,active_machine_count,total_wager,total_payout,jackpot_amount,net_gaming_revenue,event_count,downtime_minutes,critical_event_count,revenue_lag_1_day,revenue_lag_7_days,revenue_lag_14_days,previous_7_day_average_revenue,previous_30_day_average_revenue,previous_7_day_average_sessions
2025-07-23,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,4,Wednesday,0,48,11,11,6,1433.64,1289.19,0.0,144.45,7,244,0,76.28,164.52,247.16,127.36,108.7,7.57
2025-07-23,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,4,Wednesday,0,33,9,9,6,735.76,669.08,0.0,66.68,7,318,0,56.32,288.46,43.49,78.62,79.14,4.43
2025-07-23,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,4,Wednesday,0,8,3,3,3,120.8,109.8,0.0,11.0,6,67,0,150.03,74.86,46.62,83.36,52.21,4.57
2025-07-23,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,7,3,4,Wednesday,0,11,2,2,2,635.7,596.17,0.0,39.53,1,5,0,74.48,18.84,29.92,42.13,38.92,3.14
2025-07-24,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,5,Thursday,0,7,2,2,1,245.47,226.92,0.0,18.55,4,117,0,74.35,17.75,45.18,80.61,59.49,4.43
2025-07-24,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,5,Thursday,0,16,3,3,3,495.43,456.7,0.0,38.73,6,149,0,91.41,46.0,23.1,86.67,84.45,5.86
2025-07-24,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,5,Thursday,0,25,4,4,4,469.4,430.73,0.0,38.67,2,379,0,7.2,16.31,4.75,55.91,52.1,3.29
2025-07-24,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,5,Thursday,0,15,4,4,3,778.7,720.85,0.0,57.85,5,216,1,88.4,71.46,17.26,89.48,80.32,6.14
2025-07-24,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,5,Thursday,0,9,2,2,1,269.91,249.7,0.0,20.21,1,17,0,8.65,1.11,97.19,20.59,30.48,2.14
2025-07-24,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,5,Thursday,0,36,5,5,4,770.9,675.28,0.0,95.62,5,113,0,139.07,157.56,36.76,112.7,75.12,6.0
2025-07-24,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,5,Thursday,0,26,3,3,3,878.07,770.93,0.0,107.14,9,310,0,144.45,125.51,115.95,124.5,109.01,7.57
2025-07-24,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,5,Thursday,0,12,3,3,3,375.47,341.25,0.0,34.22,4,34,0,66.68,3.77,68.78,46.94,80.19,4.86
2025-07-24,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,5,Thursday,0,22,3,3,3,754.31,671.04,0.0,83.27,3,71,0,11.0,1.34,74.63,74.24,52.38,4.0
2025-07-24,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,7,3,5,Thursday,0,15,3,3,3,481.01,464.88,0.0,16.13,1,23,0,39.53,55.24,31.69,45.09,38.48,2.86
2025-07-25,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,6,Friday,0,26,5,5,3,525.83,475.32,0.0,50.51,2,45,0,18.55,14.07,96.06,80.73,57.06,4.14
2025-07-25,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,6,Friday,0,11,3,3,3,310.04,272.67,0.0,37.37,5,121,0,38.73,213.92,50.11,85.63,84.93,5.86
2025-07-25,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,6,Friday,0,21,3,3,3,700.91,614.13,0.0,86.78,4,115,0,38.67,160.21,94.37,59.1,51.3,3.29
2025-07-25,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,6,Friday,0,23,7,7,5,594.29,543.61,0.0,50.68,5,163,0,57.85,51.82,15.2,87.53,81.11,5.71
2025-07-25,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,6,Friday,0,11,3,3,2,440.37,403.92,0.0,36.45,3,102,0,20.21,27.66,1.89,23.32,30.74,2.29
2025-07-25,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,6,Friday,0,42,9,9,6,2115.39,1929.82,0.0,185.57,5,98,0,95.62,39.18,3.85,103.86,75.8,5.71
2025-07-25,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,6,Friday,0,63,7,7,5,2413.92,2259.56,0.0,154.36,9,123,0,107.14,162.79,80.1,121.87,105.65,7.14
2025-07-25,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,6,Friday,0,17,5,5,5,461.67,404.48,0.0,57.19,1,7,0,34.22,76.8,190.55,51.29,76.76,4.71
2025-07-25,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,6,Friday,0,54,10,10,6,2110.23,1917.56,0.0,192.67,5,55,0,83.27,109.01,75.53,85.94,53.48,4.29
2025-07-25,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,7,3,6,Friday,0,14,3,3,2,541.93,493.98,0.0,47.95,1,6,0,16.13,58.95,11.93,39.5,32.62,2.71
2025-07-26,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,7,Saturday,1,15,4,4,3,575.95,535.53,0.0,40.42,5,72,0,50.51,73.1,24.63,85.93,58.62,4.29
2025-07-26,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,7,Saturday,1,20,3,3,3,902.23,795.61,0.0,106.62,9,221,0,37.37,127.38,17.46,60.41,82.65,4.86
2025-07-26,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,7,Saturday,1,9,3,3,3,127.16,116.68,0.0,10.48,4,214,0,86.78,47.7,59.79,48.61,53.1,2.86
2025-07-26,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,7,Saturday,1,10,2,2,2,280.65,265.15,0.0,15.5,5,112,1,50.68,229.2,80.28,87.37,80.99,6.43
2025-07-26,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,7,Saturday,1,7,2,2,2,193.22,174.53,0.0,18.69,3,147,1,36.45,63.95,1.34,24.58,31.94,2.43
2025-07-26,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,7,Saturday,1,17,4,4,4,640.51,563.22,0.0,77.29,3,44,0,185.57,26.22,54.77,124.77,80.85,6.57
2025-07-26,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,7,Saturday,1,33,7,7,5,1398.2,1269.13,0.0,129.07,4,217,0,154.36,50.16,22.99,120.67,107.02,7.14
2025-07-26,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,7,Saturday,1,31,5,5,3,629.89,556.01,0.0,73.88,2,62,0,57.19,37.17,157.56,48.49,77.73,4.14
2025-07-26,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,7,Saturday,1,30,5,5,5,1295.35,1391.46,0.0,-96.11,5,67,0,192.67,126.41,15.41,97.89,56.31,5.14
2025-07-26,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,7,3,7,Saturday,1,14,3,3,2,596.71,562.12,0.0,34.59,1,1,0,47.95,6.56,79.63,37.93,33.93,2.71
2025-07-27,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,1,Sunday,1,34,8,8,7,1640.88,1473.53,0.0,167.35,4,48,0,40.42,270.11,11.42,81.26,58.86,4.29
2025-07-27,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,1,Sunday,1,76,11,10,6,1866.57,1641.81,0.0,224.76,5,80,0,106.62,84.65,58.72,57.44,81.34,4.29
2025-07-27,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,1,Sunday,1,19,5,5,4,428.47,392.83,0.0,35.64,7,292,1,10.48,81.27,142.56,43.3,52.07,2.71
2025-07-27,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,1,Sunday,1,25,7,7,5,863.64,830.65,0.0,32.99,8,383,0,15.5,71.7,140.62,56.84,73.96,5.29
2025-07-27,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,1,Sunday,1,7,1,1,1,651.59,615.5,0.0,36.09,2,10,0,18.69,8.29,9.53,18.11,28.7,2.14
2025-07-27,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,1,Sunday,1,66,12,12,8,1702.84,1549.03,0.0,153.81,8,109,0,77.29,155.07,59.26,132.06,81.05,6.43
2025-07-27,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,1,Sunday,1,52,5,5,5,2840.59,2725.85,0.0,114.74,10,330,0,129.07,143.16,56.69,131.94,109.99,7.57
2025-07-27,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,1,Sunday,1,46,4,4,4,1653.61,1542.9,0.0,110.71,3,26,0,73.88,77.43,14.62,53.73,80.97,4.14
2025-07-27,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,1,Sunday,1,25,6,6,5,1152.03,824.07,0.0,327.96,4,74,0,-96.11,24.73,49.53,66.1,51.31,5.14
2025-07-27,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,7,3,1,Sunday,1,29,4,4,2,1033.67,926.17,0.0,107.5,4,50,0,34.59,11.48,71.78,41.93,33.47,2.86
2025-07-28,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,2,Monday,0,19,3,3,3,621.26,565.41,1697.22,55.85,5,114,0,167.35,60.41,29.73,66.58,63.4,4.71
2025-07-28,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,2,Monday,0,24,5,5,5,275.47,251.6,0.0,23.87,5,96,0,224.76,8.92,349.6,77.46,87.25,5.0
2025-07-28,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,2,Monday,0,5,1,1,1,237.51,221.17,0.0,16.34,6,136,0,35.64,9.16,45.05,36.78,52.46,2.86
2025-07-28,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,2,Monday,0,39,10,10,8,1975.96,1784.37,0.0,191.59,7,205,0,32.99,42.11,2.57,51.31,74.42,5.0
2025-07-28,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,2,Monday,0,4,1,1,1,107.87,99.75,0.0,8.12,3,39,0,36.09,11.39,23.16,22.08,26.77,1.86
2025-07-28,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,2,Monday,0,48,9,9,7,1065.42,984.5,0.0,80.92,1,44,0,153.81,136.42,75.54,131.88,85.35,6.71
2025-07-28,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,2,Monday,0,84,9,9,6,1668.88,1553.08,0.0,115.8,9,227,0,114.74,169.13,130.65,127.88,109.37,7.43
2025-07-28,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,2,Monday,0,45,8,8,7,1220.7,1134.09,0.0,86.61,4,36,0,110.71,10.42,145.74,58.49,74.1,4.29
2025-07-28,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,2,Monday,0,48,8,8,7,1595.06,1448.52,0.0,146.54,3,29,0,327.96,97.13,40.26,109.42,59.78,5.14
2025-07-29,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,3,Tuesday,0,13,6,6,5,377.77,340.28,0.0,37.49,7,72,0,55.85,54.49,63.94,65.93,60.35,4.71
2025-07-29,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,3,Tuesday,0,66,7,7,5,1722.43,1560.63,1319.48,161.8,6,159,0,23.87,34.39,125.08,79.59,86.64,5.43
2025-07-29,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,3,Tuesday,0,15,3,3,2,291.28,266.84,0.0,24.44,3,23,0,16.34,69.52,56.81,37.8,51.92,2.86
2025-07-29,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,3,Tuesday,0,29,8,8,5,599.82,538.88,0.0,60.94,7,240,1,191.59,71.64,73.46,72.66,78.28,5.86
2025-07-29,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,3,Tuesday,0,10,3,3,3,94.89,86.5,0.0,8.39,3,68,0,8.12,23.1,2.15,21.62,25.74,1.71
2025-07-29,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,3,Tuesday,0,76,11,11,8,2965.15,2817.35,1914.57,147.8,7,97,0,80.92,135.41,58.16,123.96,85.77,7.43
2025-07-29,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,3,Tuesday,0,76,14,14,10,1811.74,1662.86,0.0,148.88,8,108,0,115.8,76.28,65.83,120.26,109.84,7.14
2025-07-29,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,3,Tuesday,0,5,3,3,2,254.48,220.08,0.0,34.4,4,86,0,86.61,56.32,179.69,69.37,76.93,5.14
2025-07-29,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,3,Tuesday,0,16,6,6,4,480.34,443.44,0.0,36.9,8,226,0,146.54,150.03,23.41,116.48,63.78,5.71
2025-07-29,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,7,3,3,Tuesday,0,21,4,4,2,513.37,478.04,0.0,35.33,0,0,0,107.5,69.38,14.01,55.65,35.12,3.29
2025-07-30,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,4,Wednesday,0,26,5,5,5,290.41,264.24,0.0,26.17,1,17,0,37.49,74.35,30.02,63.5,62.19,4.86
2025-07-30,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,4,Wednesday,0,23,7,7,5,795.13,718.29,0.0,76.84,7,297,0,161.8,91.41,90.93,97.79,88.93,5.71
2025-07-30,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,4,Wednesday,0,11,3,3,2,449.98,424.23,0.0,25.75,6,234,0,24.44,7.2,20.04,31.36,50.72,2.86
2025-07-30,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,4,Wednesday,0,19,4,4,4,963.78,887.87,0.0,75.91,4,165,0,60.94,88.4,21.44,71.14,79.44,6.43
2025-07-30,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,4,Wednesday,0,10,3,3,3,134.56,127.19,0.0,7.37,5,124,0,8.39,8.65,110.72,19.51,25.21,1.86
2025-07-30,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,4,Wednesday,0,14,5,5,4,678.25,616.9,0.0,61.35,5,45,0,147.8,139.07,96.75,125.73,90.42,8.57
2025-07-30,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,4,Wednesday,0,49,9,9,6,1613.14,1456.93,0.0,156.21,5,392,1,148.88,144.45,164.52,130.63,112.72,8.0
2025-07-30,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,4,Wednesday,0,35,6,6,4,1524.47,1406.27,0.0,118.2,5,174,0,34.4,66.68,288.46,66.24,74.37,5.29
2025-07-30,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,4,Wednesday,0,16,4,4,3,427.49,386.69,0.0,40.8,4,131,0,36.9,11.0,74.86,100.32,62.98,5.86
2025-07-30,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,7,3,4,Wednesday,0,4,1,1,1,59.07,54.05,0.0,5.02,1,8,0,35.33,74.48,12.98,50.79,35.9,3.29
2025-07-31,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,7,3,5,Thursday,0,23,5,5,4,687.4,579.22,0.0,108.18,3,41,0,26.17,18.55,17.75,56.62,62.73,4.71
2025-07-31,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,7,3,5,Thursday,0,28,7,7,6,862.11,769.34,0.0,92.77,4,19,0,76.84,38.73,46.0,95.71,90.64,5.57
2025-07-31,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,7,3,5,Thursday,0,8,1,1,1,372.1,323.87,0.0,48.23,4,50,0,25.75,38.67,16.31,34.01,49.14,3.14
2025-07-31,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,7,3,5,Thursday,0,15,5,5,4,634.22,573.18,0.0,61.04,5,301,0,75.91,57.85,71.46,69.35,79.57,6.0
2025-07-31,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,7,3,5,Thursday,0,3,1,1,1,11.02,9.88,0.0,1.14,1,0,0,7.37,20.21,1.11,19.33,24.96,2.14
2025-07-31,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,7,3,5,Thursday,0,70,11,11,7,1531.49,1369.3,0.0,162.19,2,18,0,61.35,95.62,157.56,114.62,90.56,7.86
2025-07-31,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,7,3,5,Thursday,0,32,7,7,7,1971.59,1820.42,0.0,151.17,6,202,0,156.21,107.14,125.51,132.31,116.67,7.71
2025-07-31,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,7,3,5,Thursday,0,18,3,3,2,465.94,425.16,0.0,40.78,7,252,0,118.2,34.22,3.77,73.6,76.95,4.86
2025-07-31,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,7,3,5,Thursday,0,9,2,2,2,99.31,93.31,1443.71,6.0,5,167,0,40.8,83.27,1.34,104.58,63.83,6.0
2025-08-01,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,8,3,6,Friday,0,16,6,6,5,955.71,917.0,0.0,38.71,6,91,0,108.18,50.51,14.07,69.42,65.43,5.14
2025-08-01,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,8,3,6,Friday,0,32,7,7,6,1705.59,1595.64,0.0,109.95,5,147,0,92.77,37.37,213.92,103.43,90.57,6.14
2025-08-01,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,8,3,6,Friday,0,11,1,1,1,327.0,287.33,0.0,39.67,9,360,1,48.23,86.78,160.21,35.38,48.1,2.71
2025-08-01,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,8,3,6,Friday,0,29,5,5,5,566.21,524.68,0.0,41.53,6,88,0,61.04,50.68,51.82,69.81,79.41,6.14
2025-08-01,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,8,3,6,Friday,0,22,3,3,3,1060.93,972.05,0.0,88.88,2,103,0,1.14,36.45,27.66,16.61,23.66,2.0
2025-08-01,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,8,3,6,Friday,0,8,4,4,3,441.53,417.41,0.0,24.12,5,189,0,162.19,185.57,39.18,124.13,95.63,8.71
2025-08-01,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,8,3,6,Friday,0,46,7,7,6,1406.18,1280.69,0.0,125.49,9,338,0,151.17,154.36,162.79,138.6,120.29,8.29
2025-08-01,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,8,3,6,Friday,0,17,3,3,3,346.87,315.5,0.0,31.37,9,339,0,40.78,57.19,76.8,74.54,78.25,4.86
2025-08-01,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,8,3,6,Friday,0,25,4,4,3,875.19,785.64,0.0,89.55,3,112,0,6.0,192.67,109.01,93.54,62.88,5.86
2025-08-01,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,8,3,6,Friday,0,23,6,6,4,577.16,508.93,0.0,68.23,2,3,0,5.02,39.53,18.84,40.86,35.37,2.86
2025-08-02,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,8,3,7,Saturday,1,24,3,3,3,719.87,655.64,0.0,64.23,1,21,0,38.71,40.42,73.1,67.74,59.8,5.29
2025-08-02,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,8,3,7,Saturday,1,23,2,2,2,502.63,446.61,0.0,56.02,8,170,0,109.95,106.62,127.38,113.8,90.01,6.71
2025-08-02,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,8,3,7,Saturday,1,67,4,4,3,910.49,798.71,0.0,111.78,1,13,0,39.67,10.48,47.7,28.65,47.55,2.43
2025-08-02,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,8,3,7,Saturday,1,11,4,4,4,383.96,338.91,0.0,45.05,3,53,0,41.53,15.5,229.2,68.5,77.03,5.86
2025-08-02,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,8,3,7,Saturday,1,13,3,3,3,262.1,241.09,0.0,21.01,5,156,0,88.88,18.69,63.95,24.1,24.35,2.0
2025-08-02,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,8,3,7,Saturday,1,59,9,9,6,2003.45,1918.2,0.0,85.25,3,63,0,24.12,77.29,26.22,101.07,94.57,8.0
2025-08-02,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,8,3,7,Saturday,1,27,7,7,4,829.64,764.15,0.0,65.49,5,86,0,125.49,129.07,50.16,134.48,121.75,8.29
2025-08-02,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,8,3,7,Saturday,1,50,7,7,5,1789.7,1582.47,0.0,207.23,7,329,0,31.37,73.88,37.17,70.85,78.18,4.57
2025-08-02,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,8,3,7,Saturday,1,18,2,2,2,930.28,858.6,0.0,71.68,8,189,0,89.55,-96.11,126.41,78.81,64.97,5.0
2025-08-02,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,8,3,7,Saturday,1,19,5,5,2,510.52,467.25,0.0,43.27,2,1,0,68.23,16.13,55.24,44.96,35.38,3.43
2025-08-03,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,8,3,1,Sunday,1,12,2,2,2,266.34,245.98,0.0,20.36,5,63,0,64.23,167.35,270.11,71.14,58.5,5.14
2025-08-03,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,8,3,1,Sunday,1,7,2,2,2,160.27,146.47,0.0,13.8,4,149,0,56.02,224.76,84.65,106.57,89.79,6.57
2025-08-03,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,8,3,1,Sunday,1,19,2,2,2,472.23,436.14,0.0,36.09,4,140,0,111.78,35.64,81.27,43.12,50.83,2.57
2025-08-03,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,8,3,1,Sunday,1,14,4,4,4,202.81,179.02,0.0,23.79,4,51,0,45.05,32.99,71.7,72.72,76.77,6.14
2025-08-03,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,8,3,1,Sunday,1,21,3,3,2,627.82,590.83,0.0,36.99,1,5,0,21.01,36.09,8.29,24.43,24.41,2.14
2025-08-03,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,8,3,1,Sunday,1,30,6,6,5,723.24,668.74,0.0,54.5,6,69,0,85.25,153.81,155.07,102.21,96.56,8.71
2025-08-03,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,8,3,1,Sunday,1,73,8,8,5,1741.78,1609.43,0.0,132.35,8,223,0,65.49,114.74,143.16,125.4,121.47,8.29
2025-08-03,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,8,3,1,Sunday,1,17,4,4,3,320.63,310.74,0.0,9.89,2,40,0,207.23,110.71,77.43,89.9,81.06,4.86
2025-08-03,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,8,3,1,Sunday,1,15,4,4,4,310.85,271.1,0.0,39.75,2,16,0,71.68,327.96,24.73,102.78,66.0,4.57
2025-08-03,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,8,3,1,Sunday,1,13,1,1,1,299.32,247.8,0.0,51.52,2,29,0,43.27,47.95,58.95,48.84,36.08,3.71
2025-08-04,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,8,3,2,Monday,0,32,7,7,4,710.31,664.96,0.0,45.35,5,83,0,20.36,55.85,60.41,50.14,57.04,4.29
2025-08-04,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,8,3,2,Monday,0,54,8,8,6,1313.8,1173.35,0.0,140.45,7,478,1,13.8,23.87,8.92,76.44,89.07,5.29
2025-08-04,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,8,3,2,Monday,0,28,7,7,6,961.71,887.16,0.0,74.55,4,82,0,36.09,16.34,9.16,43.19,50.98,2.14
2025-08-04,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,8,3,2,Monday,0,42,8,8,5,2143.85,2135.19,0.0,8.66,8,408,0,23.79,191.59,42.11,71.41,72.87,5.71
2025-08-04,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,8,3,2,Monday,0,12,1,1,1,226.27,196.86,0.0,29.41,1,48,0,36.99,8.12,11.39,24.56,25.3,2.43
2025-08-04,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,8,3,2,Monday,0,44,5,5,3,1312.11,1199.04,0.0,113.07,4,79,0,54.5,80.92,136.42,88.02,95.83,7.86
2025-08-04,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,8,3,2,Monday,0,40,5,5,4,3225.53,2939.81,1672.25,285.72,7,130,0,132.35,115.8,169.13,127.91,120.69,8.71
2025-08-04,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,8,3,2,Monday,0,5,3,3,3,230.38,209.02,0.0,21.36,3,75,0,9.89,86.61,10.42,75.5,81.17,4.86
2025-08-04,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,8,3,2,Monday,0,19,3,3,2,447.86,402.11,0.0,45.75,3,52,0,39.75,146.54,97.13,61.6,64.78,4.29
2025-08-04,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,8,3,2,Monday,0,2,1,1,1,15.67,14.77,0.0,0.9,1,0,0,51.52,34.59,6.56,49.35,37.76,3.43
2025-08-05,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,8,3,3,Tuesday,0,41,7,7,5,1419.76,1266.35,0.0,153.41,2,28,0,45.35,37.49,54.49,48.64,57.14,4.86
2025-08-05,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,8,3,3,Tuesday,0,55,10,10,7,1927.73,1759.73,0.0,168.0,4,96,0,140.45,161.8,34.39,93.09,91.18,5.71
2025-08-05,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,8,3,3,Tuesday,0,36,3,3,3,503.06,468.27,0.0,34.79,5,160,1,74.55,24.44,69.52,51.5,49.22,3.0
2025-08-05,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,8,3,3,Tuesday,0,19,7,7,5,885.11,644.9,0.0,240.21,8,594,2,8.66,60.94,71.64,45.27,69.88,5.43
2025-08-05,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,8,3,3,Tuesday,0,15,5,5,4,315.66,284.73,0.0,30.93,5,262,1,29.41,8.39,23.1,27.6,25.35,2.43
2025-08-05,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,8,3,3,Tuesday,0,32,10,10,5,1631.36,1449.82,735.83,181.54,1,246,1,113.07,147.8,135.41,92.61,99.11,7.29
